+----------------------------------+-----------------------------------------------------------+-----------------------------------------------------------+-----------------------------------------------+----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+
| Mod name                         | Registry name                                             | Item ID                                                   | Display name                                  | Tags                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         |
| Desolation (Forge)               | desolation:charred_button                                 | desolation:charred_button                                 | Charred Button                                | tconstruct:mineable/hand_axe, minecraft:mineable/axe                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         |
| Desolation (Forge)               | desolation:charred_door                                   | desolation:charred_door                                   | Charred Door                                  | tconstruct:mineable/hand_axe, minecraft:mineable/axe                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         |
| Desolation (Forge)               | desolation:charred_fence                                  | desolation:charred_fence                                  | Charred Fence                                 | minecraft:mineable/axe, tconstruct:mineable/hand_axe, supplementaries:posts                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  |
| Desolation (Forge)               | desolation:charred_fence_gate                             | desolation:charred_fence_gate                             | Charred Fence Gate                            | tconstruct:mineable/hand_axe, minecraft:mineable/axe                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         |
| Desolation (Forge)               | desolation:charred_planks                                 | desolation:charred_planks                                 | Charred Planks                                | tconstruct:mineable/hand_axe, minecraft:mineable/axe                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         |
| Desolation (Forge)               | desolation:charred_pressure_plate                         | desolation:charred_pressure_plate                         | Charred Pressure Plate                        | tconstruct:mineable/hand_axe, minecraft:mineable/axe                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         |
| Desolation (Forge)               | desolation:charred_slab                                   | desolation:charred_slab                                   | Charred Slab                                  | tconstruct:mineable/hand_axe, minecraft:mineable/axe                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         |
| Desolation (Forge)               | desolation:charred_soil                                   | desolation:charred_soil                                   | Charred Soil                                  | forge:dirt, tconstruct:mineable/hand_axe, minecraft:mineable/axe                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             |
| Desolation (Forge)               | desolation:charred_stairs                                 | desolation:charred_stairs                                 | Charred Stairs                                | tconstruct:mineable/hand_axe, minecraft:mineable/axe                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         |
| Desolation (Forge)               | desolation:charred_trap_door                              | desolation:charred_trap_door                              | Charred Trap Door                             | tconstruct:mineable/hand_axe, minecraft:mineable/axe                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         |
| Desolation (Forge)               | desolation:charredlog                                     | desolation:charredlog                                     | Charred log                                   | minecraft:lava_pool_stone_cannot_replace, minecraft:logs, minecraft:mineable/axe, minecraft:completes_find_tree_tutorial, tconstruct:tree_log, minecraft:parrots_spawnable_on, tconstruct:mineable/mattock, tconstruct:mineable/hand_axe                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     |
| Desolation (Forge)               | desolation:cinder_fruit_plant                             | desolation:cinder_fruit_plant                             | Cinder Fruit Plant                            |                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              |
| Desolation (Forge)               | desolation:ember_block                                    | desolation:ember_block                                    | Ember Block                                   | tconstruct:mineable/hand_axe, minecraft:mineable/axe                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         |
| Desolation (Forge)               | desolation:growing_cinder_fruit_plant                     | desolation:growing_cinder_fruit_plant                     | Cinder Fruit Plant                            |                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              |
| Desolation (Forge)               | desolation:scorched_tuft                                  | desolation:scorched_tuft                                  | Scorched Tuft                                 |                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              |
| Desolation (Forge)               | desolation:scorched_tuft_glowing                          | desolation:scorched_tuft_glowing                          | Glowing Scorched Tuft                         |                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              |
| Desolation (Forge)               | desolation:scorched_tuft_medium                           | desolation:scorched_tuft_medium                           | Scorched Tuft                                 |                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              |
| Desolation (Forge)               | desolation:scorched_tuft_small                            | desolation:scorched_tuft_small                            | Scorched Tuft                                 |                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              |
| Elevator Mod                     | elevatorid:elevator_black                                 | elevatorid:elevator_black                                 | Black Elevator                                | elevatorid:elevators                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         |
| Elevator Mod                     | elevatorid:elevator_blue                                  | elevatorid:elevator_blue                                  | Blue Elevator                                 | elevatorid:elevators                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         |
| Elevator Mod                     | elevatorid:elevator_brown                                 | elevatorid:elevator_brown                                 | Brown Elevator                                | elevatorid:elevators                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         |
| Elevator Mod                     | elevatorid:elevator_cyan                                  | elevatorid:elevator_cyan                                  | Cyan Elevator                                 | elevatorid:elevators                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         |
| Elevator Mod                     | elevatorid:elevator_gray                                  | elevatorid:elevator_gray                                  | Gray Elevator                                 | elevatorid:elevators                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         |
| Elevator Mod                     | elevatorid:elevator_green                                 | elevatorid:elevator_green                                 | Green Elevator                                | elevatorid:elevators                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         |
| Elevator Mod                     | elevatorid:elevator_light_blue                            | elevatorid:elevator_light_blue                            | Light Blue Elevator                           | elevatorid:elevators                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         |
| Elevator Mod                     | elevatorid:elevator_light_gray                            | elevatorid:elevator_light_gray                            | Light Gray Elevator                           | elevatorid:elevators                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         |
| Elevator Mod                     | elevatorid:elevator_lime                                  | elevatorid:elevator_lime                                  | Lime Elevator                                 | elevatorid:elevators                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         |
| Elevator Mod                     | elevatorid:elevator_magenta                               | elevatorid:elevator_magenta                               | Magenta Elevator                              | elevatorid:elevators                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         |
| Elevator Mod                     | elevatorid:elevator_orange                                | elevatorid:elevator_orange                                | Orange Elevator                               | elevatorid:elevators                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         |
| Elevator Mod                     | elevatorid:elevator_pink                                  | elevatorid:elevator_pink                                  | Pink Elevator                                 | elevatorid:elevators                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         |
| Elevator Mod                     | elevatorid:elevator_purple                                | elevatorid:elevator_purple                                | Purple Elevator                               | elevatorid:elevators                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         |
| Elevator Mod                     | elevatorid:elevator_red                                   | elevatorid:elevator_red                                   | Red Elevator                                  | elevatorid:elevators                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         |
| Elevator Mod                     | elevatorid:elevator_white                                 | elevatorid:elevator_white                                 | White Elevator                                | elevatorid:elevators                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         |
| Elevator Mod                     | elevatorid:elevator_yellow                                | elevatorid:elevator_yellow                                | Yellow Elevator                               | elevatorid:elevators                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         |
| FTB Quests                       | ftbquests:aux_task_screen                                 |                                                           | Task Screen                                   | minecraft:mineable/pickaxe, tconstruct:mineable/pickadze, minecraft:needs_iron_tool                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          |
| FTB Quests                       | ftbquests:barrier                                         | ftbquests:barrier                                         | Quest Barrier                                 |                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              |
| FTB Quests                       | ftbquests:detector                                        | ftbquests:detector                                        | Quest Detector                                |                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              |
| FTB Quests                       | ftbquests:loot_crate_opener                               | ftbquests:loot_crate_opener                               | Loot Crate Opener                             | minecraft:mineable/axe, tconstruct:mineable/hand_axe, minecraft:needs_stone_tool                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             |
| FTB Quests                       | ftbquests:screen_1                                        | ftbquests:screen_1                                        | Task Screen (1x1)                             | minecraft:mineable/pickaxe, tconstruct:mineable/pickadze, minecraft:needs_iron_tool                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          |
| FTB Quests                       | ftbquests:screen_3                                        | ftbquests:screen_3                                        | Task Screen (3x3)                             | minecraft:mineable/pickaxe, tconstruct:mineable/pickadze, minecraft:needs_iron_tool                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          |
| FTB Quests                       | ftbquests:screen_5                                        | ftbquests:screen_5                                        | Task Screen (5x5)                             | minecraft:mineable/pickaxe, tconstruct:mineable/pickadze, minecraft:needs_iron_tool                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          |
| FTB Quests                       | ftbquests:screen_7                                        | ftbquests:screen_7                                        | Task Screen (7x7)                             | minecraft:mineable/pickaxe, tconstruct:mineable/pickadze, minecraft:needs_iron_tool                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          |
| FTB Quests                       | ftbquests:stage_barrier                                   | ftbquests:stage_barrier                                   | Stage Barrier                                 |                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              |
| Farmer's Delight                 | farmersdelight:acacia_cabinet                             | farmersdelight:acacia_cabinet                             | Acacia Cabinet                                | tconstruct:mineable/hand_axe, minecraft:mineable/axe                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         |
| Farmer's Delight                 | farmersdelight:apple_pie                                  | farmersdelight:apple_pie                                  | Apple Pie                                     | farmersdelight:mineable/knife                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                |
