"Mod name","Registry name","Item ID","Display name","Tags"
"Autumnity","autumnity:maple_leaf_pile","autumnity:maple_leaf_pile","Pile of Maple Leaves","woodworks:leaf_piles, tconstruct:mineable/dagger, tconstruct:mineable/scythe, minecraft:mineable/hoe"
"Autumnity","autumnity:maple_leaves","autumnity:maple_leaves","Maple Leaves","alexsmobs:elephant_foodblocks, alexsmobs:gorilla_breakables, alexsmobs:warped_mosco_breakables, minecraft:leaves, alexsmobs:potoo_perches, alexsmobs:leafcutter_ant_breakables, alexsmobs:void_worm_breakables, tconstruct:mineable/scythe, forge:mineable/sword, minecraft:lava_pool_stone_cannot_replace, forge:mineable/shears, tconstruct:mineable/hand_axe, minecraft:mineable/hoe, supplementaries:hang_from_ropes, minecraft:parrots_spawnable_on, supplementaries:map_tint_generic, tconstruct:mineable/dagger, 1_splatus:spellbound/permeable_by_wind, minecraft:completes_find_tree_tutorial"
"Autumnity","autumnity:maple_log","autumnity:maple_log","Maple Log","minecraft:overworld_natural_logs, alexsmobs:cachalot_whale_breakables, minecraft:completes_find_tree_tutorial, minecraft:logs_that_burn, minecraft:lava_pool_stone_cannot_replace, minecraft:parrots_spawnable_on, tconstruct:tree_log, minecraft:snaps_goat_horn, minecraft:mineable/axe, minecraft:logs, autumnity:maple_logs, alexsmobs:potoo_perches, tconstruct:mineable/mattock, alexsmobs:soul_vulture_perches, tconstruct:mineable/hand_axe, alexsmobs:soul_vulture_spawns"
"Autumnity","autumnity:maple_planks","autumnity:maple_planks","Maple Planks","minecraft:planks, minecraft:mineable/axe, tconstruct:mineable/hand_axe, alexsmobs:cachalot_whale_breakables, tconstruct:planklike"
"Autumnity","autumnity:maple_post","autumnity:maple_post","Maple Post","supplementaries:posts, minecraft:mineable/axe, tconstruct:mineable/hand_axe"
"Autumnity","autumnity:maple_pressure_plate","autumnity:maple_pressure_plate","Maple Pressure Plate","1_splatus:spellbound/permeable_by_wind, 1_splatus:spellbound/permeable, minecraft:wooden_pressure_plates, minecraft:mineable/axe, 1_splatus:ultris/permeable, tconstruct:mineable/hand_axe, minecraft:pressure_plates, minecraft:wall_post_override"
"Autumnity","autumnity:maple_sapling","autumnity:maple_sapling","Maple Sapling","minecraft:mineable/axe, minecraft:saplings, forge:mineable/sword, 1_splatus:spellbound/permeable, tconstruct:mineable/hand_axe, forge:mineable/shears, tconstruct:mineable/scythe, 1_splatus:spellbound/permeable_by_wind, tconstruct:mineable/dagger, 1_splatus:spellbound/bone_wand_replaceable, 1_splatus:ultris/permeable"
"Autumnity","autumnity:maple_sign","autumnity:maple_sign","Maple Sign","1_splatus:spellbound/permeable_by_wind, 1_splatus:spellbound/permeable, minecraft:mineable/axe, 1_splatus:ultris/permeable, tconstruct:mineable/hand_axe, minecraft:signs, minecraft:wall_post_override, minecraft:standing_signs"
"Autumnity","autumnity:maple_slab","autumnity:maple_slab","Maple Slab","minecraft:mineable/axe, minecraft:wooden_slabs, alexsmobs:cachalot_whale_breakables, tconstruct:mineable/hand_axe, minecraft:slabs"
"Autumnity","autumnity:maple_stairs","autumnity:maple_stairs","Maple Stairs","minecraft:mineable/axe, minecraft:wooden_stairs, tconstruct:mineable/hand_axe, alexsmobs:cachalot_whale_breakables, minecraft:stairs"
"Autumnity","autumnity:maple_trapdoor","autumnity:maple_trapdoor","Maple Trapdoor","minecraft:trapdoors, minecraft:wooden_trapdoors, minecraft:mineable/axe, tconstruct:mineable/hand_axe"
"Autumnity","autumnity:maple_trapped_chest","autumnity:maple_trapped_chest","Maple Trapped Chest","forge:chests/trapped, minecraft:guarded_by_piglins, minecraft:mineable/axe, forge:chests, tconstruct:mineable/hand_axe, forge:chests/wooden"
"Autumnity","autumnity:maple_vertical_slab","autumnity:maple_vertical_slab","Maple Vertical Slab","quark:wooden_vertical_slabs, quark:vertical_slabs, minecraft:mineable/axe, tconstruct:mineable/hand_axe"
"Autumnity","autumnity:maple_wall_sign","autumnity:maple_sign","Maple Sign","minecraft:signs, minecraft:mineable/axe, minecraft:wall_post_override, tconstruct:mineable/hand_axe, minecraft:wall_signs, tconstruct:platform_connections"
"Autumnity","autumnity:maple_wood","autumnity:maple_wood","Maple Wood","minecraft:mineable/axe, alexsmobs:potoo_perches, alexsmobs:soul_vulture_spawns, minecraft:parrots_spawnable_on, minecraft:logs_that_burn, alexsmobs:cachalot_whale_breakables, minecraft:lava_pool_stone_cannot_replace, tconstruct:mineable/mattock, autumnity:maple_logs, minecraft:logs, alexsmobs:soul_vulture_perches, tconstruct:mineable/hand_axe, tconstruct:tree_log, minecraft:completes_find_tree_tutorial"
"Autumnity","autumnity:orange_maple_hedge","autumnity:orange_maple_hedge","Orange Maple Hedge","quark:hedges, minecraft:mineable/axe, tconstruct:mineable/hand_axe"
"Autumnity","autumnity:orange_maple_leaf_carpet","autumnity:orange_maple_leaf_carpet","Orange Maple Leaf Carpet","tconstruct:mineable/scythe, minecraft:mineable/hoe, tconstruct:mineable/dagger"
"Autumnity","autumnity:orange_maple_leaf_pile","autumnity:orange_maple_leaf_pile","Pile of Orange Maple Leaves","woodworks:leaf_piles, tconstruct:mineable/dagger, tconstruct:mineable/scythe, minecraft:mineable/hoe"
"Autumnity","autumnity:orange_maple_leaves","autumnity:orange_maple_leaves","Orange Maple Leaves","alexsmobs:elephant_foodblocks, alexsmobs:gorilla_breakables, alexsmobs:warped_mosco_breakables, minecraft:leaves, alexsmobs:potoo_perches, alexsmobs:leafcutter_ant_breakables, alexsmobs:void_worm_breakables, tconstruct:mineable/scythe, forge:mineable/sword, minecraft:lava_pool_stone_cannot_replace, forge:mineable/shears, tconstruct:mineable/hand_axe, minecraft:mineable/hoe, supplementaries:hang_from_ropes, minecraft:parrots_spawnable_on, supplementaries:map_tint_generic, tconstruct:mineable/dagger, 1_splatus:spellbound/permeable_by_wind, minecraft:completes_find_tree_tutorial"
"Autumnity","autumnity:orange_maple_sapling","autumnity:orange_maple_sapling","Orange Maple Sapling","minecraft:mineable/axe, minecraft:saplings, forge:mineable/sword, 1_splatus:spellbound/permeable, tconstruct:mineable/hand_axe, forge:mineable/shears, tconstruct:mineable/scythe, 1_splatus:spellbound/permeable_by_wind, tconstruct:mineable/dagger, 1_splatus:spellbound/bone_wand_replaceable, 1_splatus:ultris/permeable"
"Autumnity","autumnity:pancake","autumnity:pancake","Pancake",""
"Autumnity","autumnity:potted_autumn_crocus","","Potted Autumn Crocus","minecraft:flower_pots"
"Autumnity","autumnity:potted_foul_berries","","Potted Foul Berries","minecraft:flower_pots"
"Autumnity","autumnity:potted_maple_sapling","","Potted Maple Sapling","minecraft:flower_pots"
"Autumnity","autumnity:potted_orange_maple_sapling","","Potted Orange Maple Sapling","minecraft:flower_pots"
"Autumnity","autumnity:potted_red_maple_sapling","","Potted Red Maple Sapling","minecraft:flower_pots"
"Autumnity","autumnity:potted_yellow_maple_sapling","","Potted Yellow Maple Sapling","minecraft:flower_pots"
"Autumnity","autumnity:red_maple_hedge","autumnity:red_maple_hedge","Red Maple Hedge","quark:hedges, minecraft:mineable/axe, tconstruct:mineable/hand_axe"
"Autumnity","autumnity:red_maple_leaf_carpet","autumnity:red_maple_leaf_carpet","Red Maple Leaf Carpet","tconstruct:mineable/scythe, minecraft:mineable/hoe, tconstruct:mineable/dagger"
"Autumnity","autumnity:red_maple_leaf_pile","autumnity:red_maple_leaf_pile","Pile of Red Maple Leaves","woodworks:leaf_piles, tconstruct:mineable/dagger, tconstruct:mineable/scythe, minecraft:mineable/hoe"
"Autumnity","autumnity:red_maple_leaves","autumnity:red_maple_leaves","Red Maple Leaves","alexsmobs:elephant_foodblocks, alexsmobs:gorilla_breakables, alexsmobs:warped_mosco_breakables, minecraft:leaves, alexsmobs:potoo_perches, alexsmobs:leafcutter_ant_breakables, alexsmobs:void_worm_breakables, tconstruct:mineable/scythe, forge:mineable/sword, minecraft:lava_pool_stone_cannot_replace, forge:mineable/shears, tconstruct:mineable/hand_axe, minecraft:mineable/hoe, supplementaries:hang_from_ropes, minecraft:parrots_spawnable_on, supplementaries:map_tint_generic, tconstruct:mineable/dagger, 1_splatus:spellbound/permeable_by_wind, minecraft:completes_find_tree_tutorial"
"Autumnity","autumnity:red_maple_sapling","autumnity:red_maple_sapling","Red Maple Sapling","minecraft:mineable/axe, minecraft:saplings, forge:mineable/sword, 1_splatus:spellbound/permeable, tconstruct:mineable/hand_axe, forge:mineable/shears, tconstruct:mineable/scythe, 1_splatus:spellbound/permeable_by_wind, tconstruct:mineable/dagger, 1_splatus:spellbound/bone_wand_replaceable, 1_splatus:ultris/permeable"
"Autumnity","autumnity:redstone_jack_o_lantern","autumnity:redstone_jack_o_lantern","Redstone Jack o'Lantern","tconstruct:mineable/hand_axe, minecraft:mineable/axe"
"Autumnity","autumnity:sappy_maple_log","autumnity:sappy_maple_log","Sappy Maple Log","minecraft:mineable/axe, alexsmobs:potoo_perches, alexsmobs:soul_vulture_spawns, minecraft:parrots_spawnable_on, minecraft:logs_that_burn, alexsmobs:cachalot_whale_breakables, minecraft:lava_pool_stone_cannot_replace, tconstruct:mineable/mattock, autumnity:maple_logs, minecraft:logs, alexsmobs:soul_vulture_perches, tconstruct:mineable/hand_axe, tconstruct:tree_log, minecraft:completes_find_tree_tutorial"
"Autumnity","autumnity:sappy_maple_wood","autumnity:sappy_maple_wood","Sappy Maple Wood","minecraft:mineable/axe, alexsmobs:potoo_perches, alexsmobs:soul_vulture_spawns, minecraft:parrots_spawnable_on, minecraft:logs_that_burn, alexsmobs:cachalot_whale_breakables, minecraft:lava_pool_stone_cannot_replace, tconstruct:mineable/mattock, autumnity:maple_logs, minecraft:logs, alexsmobs:soul_vulture_perches, tconstruct:mineable/hand_axe, tconstruct:tree_log, minecraft:completes_find_tree_tutorial"
"Autumnity","autumnity:snail_goo","autumnity:snail_goo","Snail Goo",""
"Autumnity","autumnity:snail_goo_block","autumnity:snail_goo_block","Snail Goo Block",""
"Autumnity","autumnity:snail_shell_block","autumnity:snail_shell_block","Snail Shell Block","minecraft:mineable/pickaxe, tconstruct:mineable/pickadze"
"Autumnity","autumnity:snail_shell_brick_slab","autumnity:snail_shell_brick_slab","Snail Shell Brick Slab","tconstruct:mineable/pickadze, minecraft:slabs, minecraft:mineable/pickaxe"
"Autumnity","autumnity:snail_shell_brick_stairs","autumnity:snail_shell_brick_stairs","Snail Shell Brick Stairs","tconstruct:mineable/pickadze, minecraft:mineable/pickaxe, minecraft:stairs"
"Autumnity","autumnity:snail_shell_brick_vertical_slab","autumnity:snail_shell_brick_vertical_slab","Snail Shell Brick Vertical Slab","tconstruct:mineable/pickadze, minecraft:mineable/pickaxe, quark:vertical_slabs"
"Autumnity","autumnity:snail_shell_brick_wall","autumnity:snail_shell_brick_wall","Snail Shell Brick Wall","minecraft:walls, tconstruct:mineable/pickadze, minecraft:mineable/pickaxe, supplementaries:walls, tconstruct:platform_connections"
"Autumnity","autumnity:snail_shell_bricks","autumnity:snail_shell_bricks","Snail Shell Bricks","minecraft:mineable/pickaxe, tconstruct:mineable/pickadze"
"Autumnity","autumnity:snail_shell_tile_slab","autumnity:snail_shell_tile_slab","Snail Shell Tile Slab","tconstruct:mineable/pickadze, minecraft:slabs, minecraft:mineable/pickaxe"
"Autumnity","autumnity:snail_shell_tile_stairs","autumnity:snail_shell_tile_stairs","Snail Shell Tile Stairs","tconstruct:mineable/pickadze, minecraft:mineable/pickaxe, minecraft:stairs"
"Autumnity","autumnity:snail_shell_tile_vertical_slab","autumnity:snail_shell_tile_vertical_slab","Snail Shell Tile Vertical Slab","tconstruct:mineable/pickadze, minecraft:mineable/pickaxe, quark:vertical_slabs"
"Autumnity","autumnity:snail_shell_tile_wall","autumnity:snail_shell_tile_wall","Snail Shell Tile Wall","minecraft:walls, tconstruct:mineable/pickadze, minecraft:mineable/pickaxe, supplementaries:walls, tconstruct:platform_connections"
"Autumnity","autumnity:snail_shell_tiles","autumnity:snail_shell_tiles","Snail Shell Tiles","minecraft:mineable/pickaxe, tconstruct:mineable/pickadze"
"Autumnity","autumnity:soul_jack_o_lantern","autumnity:soul_jack_o_lantern","Soul Jack o'Lantern","minecraft:mineable/axe, minecraft:piglin_repellents, tconstruct:mineable/hand_axe"
"Autumnity","autumnity:stripped_maple_log","autumnity:stripped_maple_log","Stripped Maple Log","minecraft:mineable/axe, alexsmobs:potoo_perches, alexsmobs:soul_vulture_spawns, minecraft:parrots_spawnable_on, minecraft:logs_that_burn, alexsmobs:cachalot_whale_breakables, minecraft:lava_pool_stone_cannot_replace, tconstruct:mineable/mattock, autumnity:maple_logs, minecraft:logs, alexsmobs:soul_vulture_perches, tconstruct:mineable/hand_axe, tconstruct:tree_log, minecraft:completes_find_tree_tutorial"
"Autumnity","autumnity:stripped_maple_post","autumnity:stripped_maple_post","Stripped Maple Post","supplementaries:posts, minecraft:mineable/axe, tconstruct:mineable/hand_axe"
"Autumnity","autumnity:stripped_maple_wood","autumnity:stripped_maple_wood","Stripped Maple Wood","minecraft:mineable/axe, alexsmobs:potoo_perches, alexsmobs:soul_vulture_spawns, minecraft:parrots_spawnable_on, minecraft:logs_that_burn, alexsmobs:cachalot_whale_breakables, minecraft:lava_pool_stone_cannot_replace, tconstruct:mineable/mattock, autumnity:maple_logs, minecraft:logs, alexsmobs:soul_vulture_perches, tconstruct:mineable/hand_axe, tconstruct:tree_log, minecraft:completes_find_tree_tutorial"
"Autumnity","autumnity:tall_foul_berry_bush","","Tall Foul Berry Bush","minecraft:mineable/axe, minecraft:bee_growables, tconstruct:mineable/hand_axe"
"Autumnity","autumnity:turkey","autumnity:turkey","Raw Turkey","farmersdelight:mineable/knife"
"Autumnity","autumnity:turkey_egg_crate","autumnity:turkey_egg_crate","Turkey Egg Crate","tconstruct:mineable/hand_axe, minecraft:mineable/axe"
"Autumnity","autumnity:vertical_maple_planks","autumnity:vertical_maple_planks","Vertical Maple Planks","minecraft:planks, minecraft:mineable/axe, tconstruct:mineable/hand_axe, alexsmobs:cachalot_whale_breakables, tconstruct:planklike"
"Autumnity","autumnity:yellow_maple_hedge","autumnity:yellow_maple_hedge","Yellow Maple Hedge","quark:hedges, minecraft:mineable/axe, tconstruct:mineable/hand_axe"
"Autumnity","autumnity:yellow_maple_leaf_carpet","autumnity:yellow_maple_leaf_carpet","Yellow Maple Leaf Carpet","tconstruct:mineable/scythe, minecraft:mineable/hoe, tconstruct:mineable/dagger"
"Autumnity","autumnity:yellow_maple_leaf_pile","autumnity:yellow_maple_leaf_pile","Pile of Yellow Maple Leaves","woodworks:leaf_piles, tconstruct:mineable/dagger, tconstruct:mineable/scythe, minecraft:mineable/hoe"
"Autumnity","autumnity:yellow_maple_leaves","autumnity:yellow_maple_leaves","Yellow Maple Leaves","alexsmobs:elephant_foodblocks, alexsmobs:gorilla_breakables, alexsmobs:warped_mosco_breakables, minecraft:leaves, alexsmobs:potoo_perches, alexsmobs:leafcutter_ant_breakables, alexsmobs:void_worm_breakables, tconstruct:mineable/scythe, forge:mineable/sword, minecraft:lava_pool_stone_cannot_replace, forge:mineable/shears, tconstruct:mineable/hand_axe, minecraft:mineable/hoe, supplementaries:hang_from_ropes, minecraft:parrots_spawnable_on, supplementaries:map_tint_generic, tconstruct:mineable/dagger, 1_splatus:spellbound/permeable_by_wind, minecraft:completes_find_tree_tutorial"
"Autumnity","autumnity:yellow_maple_sapling","autumnity:yellow_maple_sapling","Yellow Maple Sapling","minecraft:mineable/axe, minecraft:saplings, forge:mineable/sword, 1_splatus:spellbound/permeable, tconstruct:mineable/hand_axe, forge:mineable/shears, tconstruct:mineable/scythe, 1_splatus:spellbound/permeable_by_wind, tconstruct:mineable/dagger, 1_splatus:spellbound/bone_wand_replaceable, 1_splatus:ultris/permeable"
"Biomes O' Plenty","biomesoplenty:barley","biomesoplenty:barley","Barley",""
"Biomes O' Plenty","biomesoplenty:black_sand","biomesoplenty:black_sand","Black Sand","forge:sand, tconstruct:mineable/pickadze, minecraft:azalea_root_replaceable, alexsmobs:kangaroo_spawns, alexsmobs:anaconda_spawns, farmersdelight:terrain, alexsmobs:seal_digables, alexsmobs:seal_spawns, alexsmobs:alligator_snapping_turtle_spawns, alexsmobs:emu_spawns, alexsmobs:fly_spawns, infernalexp:planted_quartz_base_blocks, alexsmobs:lobster_spawns, minecraft:sand, minecraft:bamboo_plantable_on, alexsmobs:crocodile_spawns, alexsmobs:leafcutter_pupa_usable_on, minecraft:enderman_holdable, alexsmobs:mimic_octopus_spawns, minecraft:mineable/shovel, minecraft:sculk_replaceable, minecraft:overworld_carver_replaceables, alexsmobs:roadrunner_spawns, minecraft:sculk_replaceable_world_gen, alexsmobs:am_spawns, minecraft:dead_bush_may_place_on, alexsmobs:platypus_spawns, tconstruct:mineable/mattock, alexsmobs:komodo_dragon_spawns, alexsmobs:rattlesnake_spawns, minecraft:azalea_grows_on"
"Biomes O' Plenty","biomesoplenty:black_sandstone","biomesoplenty:black_sandstone","Black Sandstone","infernalexp:planted_quartz_base_blocks, forge:sandstone, tconstruct:mineable/pickadze, minecraft:mineable/pickaxe"
"Biomes O' Plenty","biomesoplenty:black_sandstone_slab","biomesoplenty:black_sandstone_slab","Black Sandstone Slab","tconstruct:mineable/pickadze, minecraft:slabs, minecraft:mineable/pickaxe"
"Biomes O' Plenty","biomesoplenty:black_sandstone_stairs","biomesoplenty:black_sandstone_stairs","Black Sandstone Stairs","tconstruct:mineable/pickadze, minecraft:mineable/pickaxe, minecraft:stairs"
"Biomes O' Plenty","biomesoplenty:black_sandstone_wall","biomesoplenty:black_sandstone_wall","Black Sandstone Wall","minecraft:walls, tconstruct:mineable/pickadze, minecraft:mineable/pickaxe, supplementaries:walls, tconstruct:platform_connections"
"Biomes O' Plenty","biomesoplenty:blackstone_bulb","biomesoplenty:blackstone_bulb","Blackstone Bulb","tconstruct:mineable/pickadze, minecraft:mineable/pickaxe, toughasnails:cooling_blocks"
"Biomes O' Plenty","biomesoplenty:blackstone_spines","biomesoplenty:blackstone_spines","Blackstone Spines","minecraft:mineable/pickaxe, tconstruct:mineable/pickadze"
"Biomes O' Plenty","biomesoplenty:blood","biomesoplenty:blood","Blood",""
"Biomes O' Plenty","biomesoplenty:blue_hydrangea","biomesoplenty:blue_hydrangea","Blue Hydrangea","forge:mineable/shears, forge:mineable/sword, 1_splatus:spellbound/bone_wand_replaceable, 1_splatus:ultris/permeable, minecraft:tall_flowers, tconstruct:mineable/dagger, tconstruct:mineable/scythe, 1_splatus:spellbound/permeable_by_wind, 1_splatus:spellbound/permeable, minecraft:flowers"
"Biomes O' Plenty","biomesoplenty:bramble","biomesoplenty:bramble","Bramble","tconstruct:mineable/hand_axe, minecraft:mineable/axe"
"Biomes O' Plenty","biomesoplenty:brimstone","biomesoplenty:brimstone","Brimstone","minecraft:mineable/pickaxe, tconstruct:mineable/pickadze"
"Biomes O' Plenty","biomesoplenty:brimstone_bud","biomesoplenty:brimstone_bud","Brimstone Bud","minecraft:mineable/pickaxe, tconstruct:mineable/pickadze"
"Biomes O' Plenty","biomesoplenty:brimstone_cluster","biomesoplenty:brimstone_cluster","Brimstone Cluster",""
"Biomes O' Plenty","biomesoplenty:brimstone_fumarole","biomesoplenty:brimstone_fumarole","Brimstone Fumarole","tconstruct:mineable/pickadze, toughasnails:heating_blocks, minecraft:mineable/pickaxe"
