"Mod name","Registry name","ID","Category"
"Alex's Mobs","alexsmobs:maned_wolf",305,"creature"
"Alex's Mobs","alexsmobs:mantis_shrimp",269,"water_creature"
"Alex's Mobs","alexsmobs:mimic_octopus",297,"water_creature"
"Alex's Mobs","alexsmobs:mimicube",255,"monster"
"Alex's Mobs","alexsmobs:moose",254,"creature"
"Alex's Mobs","alexsmobs:mosquito_spit",241,"misc"
"Alex's Mobs","alexsmobs:mud_ball",330,"misc"
"Alex's Mobs","alexsmobs:mudskipper",329,"creature"
"Alex's Mobs","alexsmobs:mungus",268,"creature"
"Alex's Mobs","alexsmobs:murmur",336,"monster"
"Alex's Mobs","alexsmobs:murmur_head",337,"monster"
"Alex's Mobs","alexsmobs:orca",237,"water_creature"
"Alex's Mobs","alexsmobs:platypus",280,"creature"
"Alex's Mobs","alexsmobs:pollen_ball",312,"misc"
"Alex's Mobs","alexsmobs:potoo",328,"creature"
"Alex's Mobs","alexsmobs:raccoon",256,"creature"
"Alex's Mobs","alexsmobs:rain_frog",327,"ambient"
"Alex's Mobs","alexsmobs:rattlesnake",242,"creature"
"Alex's Mobs","alexsmobs:rhinoceros",331,"creature"
"Alex's Mobs","alexsmobs:roadrunner",230,"creature"
"Alex's Mobs","alexsmobs:rocky_roller",310,"monster"
"Alex's Mobs","alexsmobs:sand_shot",271,"misc"
"Alex's Mobs","alexsmobs:sea_bear",322,"water_creature"
"Alex's Mobs","alexsmobs:seagull",298,"creature"
"Alex's Mobs","alexsmobs:seal",258,"creature"
"Alex's Mobs","alexsmobs:shark_tooth_arrow",245,"misc"
"Alex's Mobs","alexsmobs:shoebill",261,"creature"
"Alex's Mobs","alexsmobs:skelewag",326,"monster"
"Alex's Mobs","alexsmobs:skreecher",334,"monster"
"Alex's Mobs","alexsmobs:skunk",339,"creature"
"Alex's Mobs","alexsmobs:snow_leopard",264,"creature"
"Alex's Mobs","alexsmobs:soul_vulture",263,"monster"
"Alex's Mobs","alexsmobs:spectre",265,"creature"
"Alex's Mobs","alexsmobs:squid_grapple",321,"misc"
"Alex's Mobs","alexsmobs:straddleboard",277,"misc"
"Alex's Mobs","alexsmobs:straddler",275,"monster"
"Alex's Mobs","alexsmobs:stradpole",276,"water_ambient"
"Alex's Mobs","alexsmobs:sugar_glider",332,"creature"
"Alex's Mobs","alexsmobs:sunbird",238,"creature"
"Alex's Mobs","alexsmobs:tarantula_hawk",291,"creature"
"Alex's Mobs","alexsmobs:tasmanian_devil",282,"creature"
"Alex's Mobs","alexsmobs:tendon_segment",338,"misc"
"Alex's Mobs","alexsmobs:terrapin",315,"water_ambient"
"Alex's Mobs","alexsmobs:tiger",290,"creature"
"Alex's Mobs","alexsmobs:tossed_item",249,"misc"
"Alex's Mobs","alexsmobs:toucan",304,"creature"
"Alex's Mobs","alexsmobs:tusklin",301,"creature"
"Alex's Mobs","alexsmobs:underminer",335,"ambient"
"Alex's Mobs","alexsmobs:vine_lasso",308,"misc"
"Alex's Mobs","alexsmobs:void_portal",295,"misc"
"Alex's Mobs","alexsmobs:void_worm",292,"monster"
"Alex's Mobs","alexsmobs:void_worm_part",293,"monster"
"Alex's Mobs","alexsmobs:void_worm_shot",294,"misc"
"Alex's Mobs","alexsmobs:warped_mosco",273,"monster"
"Alex's Mobs","alexsmobs:warped_toad",253,"creature"
"AstikorCarts","astikorcarts:animal_cart",219,"misc"
"AstikorCarts","astikorcarts:plow",218,"misc"
"AstikorCarts","astikorcarts:postilion",220,"misc"
"AstikorCarts","astikorcarts:supply_cart",217,"misc"
"Autumnity","autumnity:snail",492,"creature"
"Autumnity","autumnity:turkey",493,"creature"
"Autumnity","autumnity:turkey_egg",494,"misc"
"Biomes O' Plenty","biomesoplenty:boat",215,"misc"
"Biomes O' Plenty","biomesoplenty:chest_boat",216,"misc"
"Blueprint","blueprint:boat",462,"misc"
"Blueprint","blueprint:chest_boat",463,"misc"
"Blueprint","blueprint:falling_block",464,"misc"
"Born in Chaos","born_in_chaos_v1:baby_skeleton",366,"monster"
"Born in Chaos","born_in_chaos_v1:baby_skeleton_minion",403,"monster"
"Born in Chaos","born_in_chaos_v1:barrel_zombie",368,"monster"
"Born in Chaos","born_in_chaos_v1:bloody_gadfly",390,"monster"
"Born in Chaos","born_in_chaos_v1:bone_imp",379,"monster"
"Born in Chaos","born_in_chaos_v1:bone_imp_minion",406,"monster"
"Born in Chaos","born_in_chaos_v1:bonescaller",377,"monster"
"Born in Chaos","born_in_chaos_v1:bonescaller_not_despawn",355,"monster"
"Born in Chaos","born_in_chaos_v1:controlled_baby_skeleton",404,"monster"
"Born in Chaos","born_in_chaos_v1:corpse_fish",396,"water_creature"
"Born in Chaos","born_in_chaos_v1:corpse_fly",389,"monster"
"Born in Chaos","born_in_chaos_v1:dark_vortex",381,"monster"
"Born in Chaos","born_in_chaos_v1:decaying_zombie",365,"monster"
"Born in Chaos","born_in_chaos_v1:decaying_zombie_not_despawn",353,"monster"
"Born in Chaos","born_in_chaos_v1:decrepit_skeleton",363,"monster"
"Born in Chaos","born_in_chaos_v1:diamond_termite",376,"monster"
"Born in Chaos","born_in_chaos_v1:dire_hound_leader",383,"monster"
"Born in Chaos","born_in_chaos_v1:door_knight",370,"monster"
"Born in Chaos","born_in_chaos_v1:door_knight_not_despawn",354,"monster"
"Born in Chaos","born_in_chaos_v1:dread_hound",382,"monster"
"Born in Chaos","born_in_chaos_v1:dread_hound_not_despawn",358,"monster"
"Born in Chaos","born_in_chaos_v1:fallen_chaos_knight",384,"monster"
"Born in Chaos","born_in_chaos_v1:felsteed",410,"monster"
"Born in Chaos","born_in_chaos_v1:firelight",375,"monster"
"Born in Chaos","born_in_chaos_v1:firelight_not_despawn",359,"monster"
"Born in Chaos","born_in_chaos_v1:glutton_fish",397,"water_creature"
"Born in Chaos","born_in_chaos_v1:infernal_spirit",362,"monster"
"Born in Chaos","born_in_chaos_v1:lord_pumpkinhead",402,"monster"
"Born in Chaos","born_in_chaos_v1:lord_pumpkinhead_head",419,"monster"
"Born in Chaos","born_in_chaos_v1:lord_pumpkinhead_withouta_horse",417,"monster"
"Born in Chaos","born_in_chaos_v1:lord_the_headless",418,"monster"
"Born in Chaos","born_in_chaos_v1:lords_felsteed",416,"monster"
"Born in Chaos","born_in_chaos_v1:maggot",388,"monster"
"Born in Chaos","born_in_chaos_v1:missioner",398,"monster"
"Born in Chaos","born_in_chaos_v1:mr_pumpkin",399,"monster"
"Born in Chaos","born_in_chaos_v1:mr_pumpkin_controlled",409,"monster"
"Born in Chaos","born_in_chaos_v1:nightmare_stalker",380,"monster"
"Born in Chaos","born_in_chaos_v1:phantom_creeper",369,"monster"
"Born in Chaos","born_in_chaos_v1:phantom_creeper_copy",405,"monster"
"Born in Chaos","born_in_chaos_v1:projectile_intoxicatind_bomb_projectile",426,"misc"
"Born in Chaos","born_in_chaos_v1:projectile_missionary_charge",431,"misc"
"Born in Chaos","born_in_chaos_v1:projectile_pumpkin_pistol_2_projectile",428,"misc"
"Born in Chaos","born_in_chaos_v1:projectile_pumpkin_pistol_projectile",427,"misc"
"Born in Chaos","born_in_chaos_v1:projectile_pumpkin_staff_2_projectile",425,"misc"
"Born in Chaos","born_in_chaos_v1:projectile_pumpkin_staff_projectile",423,"misc"
"Born in Chaos","born_in_chaos_v1:projectile_staffof_blindness_projectile",422,"misc"
"Born in Chaos","born_in_chaos_v1:projectile_staffof_magic_arrows_2_projectile",424,"misc"
"Born in Chaos","born_in_chaos_v1:projectile_staffof_magic_arrows_projectile",421,"misc"
"Born in Chaos","born_in_chaos_v1:pumpkin_bomb",361,"monster"
"Born in Chaos","born_in_chaos_v1:pumpkin_spirit",373,"monster"
"Born in Chaos","born_in_chaos_v1:pumpkinhead",413,"monster"
"Born in Chaos","born_in_chaos_v1:restless_spirit",371,"monster"
"Born in Chaos","born_in_chaos_v1:riding_felsteed",414,"monster"
"Born in Chaos","born_in_chaos_v1:riding_lords_felsteed",420,"monster"
"Born in Chaos","born_in_chaos_v1:scarlet_persecutor",385,"monster"
"Born in Chaos","born_in_chaos_v1:seared_spirit",374,"monster"
"Born in Chaos","born_in_chaos_v1:seared_spirit_not_despawn",415,"monster"
"Born in Chaos","born_in_chaos_v1:senor_pumpkin",401,"monster"
"Born in Chaos","born_in_chaos_v1:siamese_skeletons",367,"monster"
"Born in Chaos","born_in_chaos_v1:siamese_skeletonsleft",429,"monster"
"Born in Chaos","born_in_chaos_v1:siamese_skeletonsright",430,"monster"
"Born in Chaos","born_in_chaos_v1:sir_pumpkinhead",400,"monster"
"Born in Chaos","born_in_chaos_v1:sir_pumpkinhead_without_horse",411,"monster"
"Born in Chaos","born_in_chaos_v1:sir_the_headless",412,"monster"
"Born in Chaos","born_in_chaos_v1:skeleton_demoman",364,"monster"
"Born in Chaos","born_in_chaos_v1:skeleton_thrasher",372,"monster"
"Born in Chaos","born_in_chaos_v1:skeleton_thrasher_not_despawn",357,"monster"
"Born in Chaos","born_in_chaos_v1:spirit_guide",386,"monster"
"Born in Chaos","born_in_chaos_v1:spirit_guide_assistant",408,"monster"
"Born in Chaos","born_in_chaos_v1:supreme_bonescaller",378,"monster"
"Born in Chaos","born_in_chaos_v1:supreme_bonescaller_not_despawn",356,"monster"
"Born in Chaos","born_in_chaos_v1:supreme_bonescaller_stage_2",407,"monster"
"Born in Chaos","born_in_chaos_v1:swarmer",391,"monster"
"Born in Chaos","born_in_chaos_v1:thornshell_crab",395,"creature"
"Born in Chaos","born_in_chaos_v1:zombie_bruiser",394,"monster"
"Born in Chaos","born_in_chaos_v1:zombie_clown",387,"monster"
"Born in Chaos","born_in_chaos_v1:zombie_clown_not_despawn",360,"monster"
"Born in Chaos","born_in_chaos_v1:zombie_fisherman",392,"monster"
"Born in Chaos","born_in_chaos_v1:zombie_lumberjack",393,"monster"
"CoFH Core","cofh_core:electric_arc",183,"misc"
"CoFH Core","cofh_core:electric_field",184,"misc"
"CoFH Core","cofh_core:frost_field",185,"misc"
"CoFH Core","cofh_core:knife",181,"misc"
"CoFH Core","cofh_core:shockwave",182,"misc"
"Creeper Overhaul","creeperoverhaul:badlands_creeper",552,"monster"
"Creeper Overhaul","creeperoverhaul:bamboo_creeper",550,"monster"
"Creeper Overhaul","creeperoverhaul:beach_creeper",561,"monster"
"Creeper Overhaul","creeperoverhaul:cave_creeper",558,"monster"
"Creeper Overhaul","creeperoverhaul:dark_oak_creeper",559,"monster"
"Creeper Overhaul","creeperoverhaul:desert_creeper",551,"monster"
"Creeper Overhaul","creeperoverhaul:dripstone_creeper",557,"monster"
"Creeper Overhaul","creeperoverhaul:hills_creeper",553,"monster"
"Creeper Overhaul","creeperoverhaul:jungle_creeper",549,"monster"
"Creeper Overhaul","creeperoverhaul:mushroom_creeper",555,"creature"
"Creeper Overhaul","creeperoverhaul:ocean_creeper",563,"monster"
"Creeper Overhaul","creeperoverhaul:savannah_creeper",554,"monster"
"Creeper Overhaul","creeperoverhaul:snowy_creeper",562,"monster"
"Creeper Overhaul","creeperoverhaul:spruce_creeper",560,"monster"
"Creeper Overhaul","creeperoverhaul:swamp_creeper",556,"monster"
"Desolation (Forge)","desolation:blackened",460,"ambient"
"Desolation (Forge)","desolation:projectile_ash_pile_thrown",459,"misc"
"Domestication Innovation","domesticationinnovation:chain_lightning",343,"misc"
"Domestication Innovation","domesticationinnovation:feather",345,"misc"
"Domestication Innovation","domesticationinnovation:following_jukebox",347,"misc"
"Domestication Innovation","domesticationinnovation:giant_bubble",346,"misc"
"Domestication Innovation","domesticationinnovation:highlighted_block",348,"misc"
"Domestication Innovation","domesticationinnovation:psychic_wall",349,"misc"
"Domestication Innovation","domesticationinnovation:recall_ball",344,"misc"
"EndlessBiomes","endlessbiomes:anklor",545,"monster"
"EndlessBiomes","endlessbiomes:falling_frisbee",544,"monster"
"EndlessBiomes","endlessbiomes:perished_shiftling",543,"creature"
"EndlessBiomes","endlessbiomes:projectile_battle_frisbee",541,"misc"
"EndlessBiomes","endlessbiomes:projectile_frisboom",540,"misc"
"EndlessBiomes","endlessbiomes:projectile_penumbral_disk",548,"misc"
"EndlessBiomes","endlessbiomes:radon_sentinel",546,"monster"
"EndlessBiomes","endlessbiomes:riftite_sentinel",547,"monster"
"EndlessBiomes","endlessbiomes:shiftling",542,"monster"
"Farmer's Delight","farmersdelight:rotten_tomato",352,"misc"
"Gothic","gothic:bloodfly",447,"ambient"
"Gothic","gothic:bloodfly_hornet",448,"ambient"
"Gothic","gothic:cave_molerat",455,"monster"
"Gothic","gothic:dragon_snapper",443,"ambient"
"Gothic","gothic:fear_stone",457,"creature"
"Gothic","gothic:gothic_spawn",456,"ambient"
"Gothic","gothic:gothic_wolf",439,"ambient"
"Gothic","gothic:ice_wolf",440,"ambient"
"Gothic","gothic:lurker",444,"ambient"
"Gothic","gothic:meatbug",435,"ambient"
"Gothic","gothic:meatbug_tamed",436,"ambient"
"Gothic","gothic:molerat",438,"ambient"
"Gothic","gothic:molerat_young",458,"ambient"
"Gothic","gothic:npc_farmer",450,"misc"
"Gothic","gothic:npc_new_camp_hunter",452,"misc"
"Gothic","gothic:npc_oldcamp_hunter",451,"misc"
"Gothic","gothic:npc_swamp_camp_hunter",453,"misc"
"Gothic","gothic:razor",445,"ambient"
"Gothic","gothic:scavenger",437,"ambient"
"Gothic","gothic:scavenger_young",454,"ambient"
"Gothic","gothic:shadowbeast",446,"monster"
"Gothic","gothic:snapper",442,"ambient"
"Gothic","gothic:stone_guardian",449,"creature"
"Gothic","gothic:warg",441,"ambient"
"Gravestone Mod","gravestone:player_ghost",221,"monster"
"Infernal Expansion","infernalexp:ascus_bomb",127,"misc"
"Infernal Expansion","infernalexp:basalt_giant",122,"IECREATURE"
"Infernal Expansion","infernalexp:blackstone_dwarf",123,"monster"
"Infernal Expansion","infernalexp:blindsight",125,"monster"
"Infernal Expansion","infernalexp:embody",121,"monster"
"Infernal Expansion","infernalexp:glowsilk_moth",126,"IECREATURE"
"Infernal Expansion","infernalexp:glowsquito",124,"IECREATURE"
"Infernal Expansion","infernalexp:infernal_painting",130,"misc"
"Infernal Expansion","infernalexp:shroomloin",119,"IECREATURE"
"Infernal Expansion","infernalexp:throwable_brick",131,"misc"
"Infernal Expansion","infernalexp:throwable_fire_charge",129,"misc"
"Infernal Expansion","infernalexp:throwable_magma_cream",128,"misc"
"Infernal Expansion","infernalexp:throwable_nether_brick",132,"misc"
"Infernal Expansion","infernalexp:voline",118,"monster"
"Infernal Expansion","infernalexp:warpbeetle",120,"IECREATURE"
"InsaneLib","insanelib:area_effect_cloud_3d",227,"misc"
"Lootr","lootr:lootr_minecart",222,"misc"
"Luggage","luggage:ender_luggage",180,"creature"
"Luggage","luggage:luggage",179,"creature"
"Mace Port","mace_port:wind_charge",143,"misc"
"Mimic","mimic:mimic",228,"misc"
"Minecraft","minecraft:allay",0,"creature"
"Minecraft","minecraft:area_effect_cloud",1,"misc"
"Minecraft","minecraft:armor_stand",2,"misc"
"Minecraft","minecraft:arrow",3,"misc"
"Minecraft","minecraft:axolotl",4,"axolotls"
"Minecraft","minecraft:bat",5,"ambient"
"Minecraft","minecraft:bee",6,"creature"
"Minecraft","minecraft:blaze",7,"monster"
"Minecraft","minecraft:boat",8,"misc"
"Minecraft","minecraft:cat",10,"creature"
"Minecraft","minecraft:cave_spider",11,"monster"
"Minecraft","minecraft:chest_boat",9,"misc"
"Minecraft","minecraft:chest_minecart",54,"misc"
"Minecraft","minecraft:chicken",12,"creature"
"Minecraft","minecraft:cod",13,"water_ambient"
"Minecraft","minecraft:command_block_minecart",55,"misc"
"Minecraft","minecraft:cow",14,"creature"
"Minecraft","minecraft:creeper",15,"monster"
"Minecraft","minecraft:dolphin",16,"water_creature"
"Minecraft","minecraft:donkey",17,"creature"
"Minecraft","minecraft:dragon_fireball",18,"misc"
"Minecraft","minecraft:drowned",19,"monster"
"Minecraft","minecraft:egg",93,"misc"
"Minecraft","minecraft:elder_guardian",20,"monster"
"Minecraft","minecraft:end_crystal",21,"misc"
"Minecraft","minecraft:ender_dragon",22,"monster"
"Minecraft","minecraft:ender_pearl",94,"misc"
"Minecraft","minecraft:enderman",23,"monster"
"Minecraft","minecraft:endermite",24,"monster"
"Minecraft","minecraft:evoker",25,"monster"
"Minecraft","minecraft:evoker_fangs",26,"misc"
"Minecraft","minecraft:experience_bottle",95,"misc"
"Minecraft","minecraft:experience_orb",27,"misc"
"Minecraft","minecraft:eye_of_ender",28,"misc"
"Minecraft","minecraft:falling_block",29,"misc"
"Minecraft","minecraft:fireball",46,"misc"
"Minecraft","minecraft:firework_rocket",30,"misc"
"Minecraft","minecraft:fishing_bobber",117,"misc"
"Minecraft","minecraft:fox",31,"creature"
"Minecraft","minecraft:frog",32,"creature"
"Minecraft","minecraft:furnace_minecart",56,"misc"
"Minecraft","minecraft:ghast",33,"monster"
"Minecraft","minecraft:giant",34,"monster"
"Minecraft","minecraft:glow_item_frame",35,"misc"
"Minecraft","minecraft:glow_squid",36,"underground_water_creature"
"Minecraft","minecraft:goat",37,"creature"
"Minecraft","minecraft:guardian",38,"monster"
"Minecraft","minecraft:hoglin",39,"monster"
"Minecraft","minecraft:hopper_minecart",57,"misc"
"Minecraft","minecraft:horse",40,"creature"
"Minecraft","minecraft:husk",41,"monster"
"Minecraft","minecraft:illusioner",42,"monster"
"Minecraft","minecraft:iron_golem",43,"misc"
"Minecraft","minecraft:item",44,"misc"
"Minecraft","minecraft:item_frame",45,"misc"
"Minecraft","minecraft:leash_knot",47,"misc"
"Minecraft","minecraft:lightning_bolt",48,"misc"
"Minecraft","minecraft:llama",49,"creature"
"Minecraft","minecraft:llama_spit",50,"misc"
"Minecraft","minecraft:magma_cube",51,"monster"
"Minecraft","minecraft:marker",52,"misc"
"Minecraft","minecraft:minecart",53,"misc"
"Minecraft","minecraft:mooshroom",61,"creature"
"Minecraft","minecraft:mule",60,"creature"
"Minecraft","minecraft:ocelot",62,"creature"
"Minecraft","minecraft:painting",63,"misc"
"Minecraft","minecraft:panda",64,"creature"
"Minecraft","minecraft:parrot",65,"creature"
"Minecraft","minecraft:phantom",66,"monster"
"Minecraft","minecraft:pig",67,"creature"
"Minecraft","minecraft:piglin",68,"monster"
"Minecraft","minecraft:piglin_brute",69,"monster"
"Minecraft","minecraft:pillager",70,"monster"
"Minecraft","minecraft:player",116,"misc"
"Minecraft","minecraft:polar_bear",71,"creature"
"Minecraft","minecraft:potion",96,"misc"
"Minecraft","minecraft:pufferfish",73,"water_ambient"
"Minecraft","minecraft:rabbit",74,"creature"
"Minecraft","minecraft:ravager",75,"monster"
"Minecraft","minecraft:salmon",76,"water_ambient"
"Minecraft","minecraft:sheep",77,"creature"
"Minecraft","minecraft:shulker",78,"monster"
"Minecraft","minecraft:shulker_bullet",79,"misc"
"Minecraft","minecraft:silverfish",80,"monster"
"Minecraft","minecraft:skeleton",81,"monster"
"Minecraft","minecraft:skeleton_horse",82,"creature"
"Minecraft","minecraft:slime",83,"monster"
"Minecraft","minecraft:small_fireball",84,"misc"
"Minecraft","minecraft:snow_golem",85,"misc"
"Minecraft","minecraft:snowball",86,"misc"
"Minecraft","minecraft:spawner_minecart",58,"misc"
"Minecraft","minecraft:spectral_arrow",87,"misc"
"Minecraft","minecraft:spider",88,"monster"
"Minecraft","minecraft:squid",89,"water_creature"
"Minecraft","minecraft:stray",90,"monster"
"Minecraft","minecraft:strider",91,"creature"
"Minecraft","minecraft:tadpole",92,"creature"
"Minecraft","minecraft:tnt",72,"misc"
"Minecraft","minecraft:tnt_minecart",59,"misc"
"Minecraft","minecraft:trader_llama",98,"creature"
"Minecraft","minecraft:trident",97,"misc"
"Minecraft","minecraft:tropical_fish",99,"water_ambient"
"Minecraft","minecraft:turtle",100,"creature"
"Minecraft","minecraft:vex",101,"monster"
"Minecraft","minecraft:villager",102,"misc"
"Minecraft","minecraft:vindicator",103,"monster"
"Minecraft","minecraft:wandering_trader",104,"creature"
"Minecraft","minecraft:warden",105,"monster"
"Minecraft","minecraft:witch",106,"monster"
"Minecraft","minecraft:wither",107,"monster"
"Minecraft","minecraft:wither_skeleton",108,"monster"
"Minecraft","minecraft:wither_skull",109,"misc"
"Minecraft","minecraft:wolf",110,"creature"
"Minecraft","minecraft:zoglin",111,"monster"
"Minecraft","minecraft:zombie",112,"monster"
"Minecraft","minecraft:zombie_horse",113,"creature"
"Minecraft","minecraft:zombie_villager",114,"monster"
"Minecraft","minecraft:zombified_piglin",115,"monster"
"MmmMmmMmmmmm","dummmmmmy:target_dummy",350,"misc"
"Mowzie's Mobs","mowziesmobs:axe_attack",165,"misc"
"Mowzie's Mobs","mowziesmobs:baby_foliaath",145,"monster"
"Mowzie's Mobs","mowziesmobs:block_swapper",173,"misc"
"Mowzie's Mobs","mowziesmobs:block_swapper_sculptor",174,"misc"
"Mowzie's Mobs","mowziesmobs:boulder_platform",162,"misc"
"Mowzie's Mobs","mowziesmobs:boulder_projectile",160,"misc"
"Mowzie's Mobs","mowziesmobs:camera_shake",175,"misc"
"Mowzie's Mobs","mowziesmobs:dart",169,"misc"
"Mowzie's Mobs","mowziesmobs:falling_block",172,"misc"
"Mowzie's Mobs","mowziesmobs:ferrous_wroughtnaut",146,"monster"
"Mowzie's Mobs","mowziesmobs:foliaath",144,"monster"
"Mowzie's Mobs","mowziesmobs:frostmaw",154,"monster"
"Mowzie's Mobs","mowziesmobs:frozen_controller",168,"misc"
"Mowzie's Mobs","mowziesmobs:grottol",155,"monster"
"Mowzie's Mobs","mowziesmobs:ice_ball",167,"misc"
"Mowzie's Mobs","mowziesmobs:ice_breath",166,"misc"
"Mowzie's Mobs","mowziesmobs:lantern",156,"ambient"
"Mowzie's Mobs","mowziesmobs:naga",157,"monster"
"Mowzie's Mobs","mowziesmobs:pillar",163,"misc"
"Mowzie's Mobs","mowziesmobs:pillar_piece",164,"misc"
"Mowzie's Mobs","mowziesmobs:poison_ball",170,"misc"
"Mowzie's Mobs","mowziesmobs:rock_sling",161,"misc"
"Mowzie's Mobs","mowziesmobs:solar_beam",159,"misc"
"Mowzie's Mobs","mowziesmobs:sunstrike",158,"misc"
"Mowzie's Mobs","mowziesmobs:super_nova",171,"misc"
"Mowzie's Mobs","mowziesmobs:umvuthana",150,"monster"
"Mowzie's Mobs","mowziesmobs:umvuthana_crane",152,"monster"
"Mowzie's Mobs","mowziesmobs:umvuthana_crane_player",149,"monster"
"Mowzie's Mobs","mowziesmobs:umvuthana_follower_player",148,"monster"
"Mowzie's Mobs","mowziesmobs:umvuthana_follower_raptor",147,"monster"
"Mowzie's Mobs","mowziesmobs:umvuthana_raptor",151,"monster"
"Mowzie's Mobs","mowziesmobs:umvuthi",153,"monster"
"Pretty Pipes","prettypipes:pipe_frame",351,"misc"
"Quark","quark:crab",515,"creature"
"Quark","quark:dyed_item_frame",511,"misc"
"Quark","quark:echorang",522,"misc"
"Quark","quark:flamerang",521,"misc"
"Quark","quark:forgotten",516,"monster"
"Quark","quark:foxhound",512,"creature"
"Quark","quark:glass_frame",509,"misc"
"Quark","quark:gravisand",510,"misc"
"Quark","quark:parrot_egg",523,"misc"
"Quark","quark:pickarang",520,"misc"
"Quark","quark:quark_boat",527,"misc"
"Quark","quark:quark_chest_boat",528,"misc"
"Quark","quark:shiba",517,"creature"
"Quark","quark:skull_pike",525,"misc"
"Quark","quark:soul_bead",514,"misc"
"Quark","quark:stoneling",518,"creature"
"Quark","quark:stool",508,"misc"
"Quark","quark:torch_arrow",524,"misc"
"Quark","quark:toretoise",519,"creature"
"Quark","quark:totem",526,"misc"
"Quark","quark:wraith",513,"monster"
"Realistic Horse Genetics","horse_colors:donkey",433,"creature"
"Realistic Horse Genetics","horse_colors:horse_felinoid",432,"creature"
"Realistic Horse Genetics","horse_colors:mule",434,"creature"
"Realm RPG: Creep & Crop","realmrpg_creep:creepling",176,"monster"
"Realm RPG: Creep & Crop","realmrpg_creep:creepling_tamed",178,"monster"
"Realm RPG: Creep & Crop","realmrpg_creep:halloweed",177,"monster"
"Realm RPG: Pots & Mimics","pots_and_mimics:end_pot_crab",226,"monster"
