+------------------------------------------------------------+------+
| Registry name                                              |   ID |
| creeperoverhaul:entity.plant.creeper.explosion             | 1748 |
| creeperoverhaul:entity.plant.creeper.hit                   | 1749 |
| creeperoverhaul:entity.plant.creeper.hurt                  | 1750 |
| creeperoverhaul:entity.plant.creeper.prime                 | 1751 |
| creeperoverhaul:entity.sand.creeper.death                  | 1752 |
| creeperoverhaul:entity.sand.creeper.explosion              | 1753 |
| creeperoverhaul:entity.sand.creeper.hurt                   | 1754 |
| creeperoverhaul:entity.sand.creeper.prime                  | 1755 |
| creeperoverhaul:entity.stone.creeper.death                 | 1756 |
| creeperoverhaul:entity.stone.creeper.explosion             | 1757 |
| creeperoverhaul:entity.stone.creeper.hurt                  | 1758 |
| creeperoverhaul:entity.stone.creeper.prime                 | 1759 |
| creeperoverhaul:entity.wood.creeper.death                  | 1760 |
| creeperoverhaul:entity.wood.creeper.explosion              | 1761 |
| creeperoverhaul:entity.wood.creeper.hit                    | 1762 |
| creeperoverhaul:entity.wood.creeper.hurt                   | 1763 |
| creeperoverhaul:entity.wood.creeper.prime                  | 1764 |
| desolation:ashes_music                                     | 1437 |
| elevatorid:camouflage                                      | 1436 |
| elevatorid:teleport                                        | 1435 |
| enhancedcelestials:blood_moon                              | 1869 |
| enhancedcelestials:blue_moon                               | 1870 |
| enhancedcelestials:harvest_moon                            | 1871 |
| farmersdelight:block.cabinet.close                         | 1326 |
| farmersdelight:block.cabinet.open                          | 1325 |
| farmersdelight:block.cooking_pot.boil                      | 1322 |
| farmersdelight:block.cooking_pot.boil_soup                 | 1323 |
| farmersdelight:block.cutting_board.knife                   | 1324 |
| farmersdelight:block.skillet.add_food                      | 1328 |
| farmersdelight:block.skillet.sizzle                        | 1327 |
| farmersdelight:block.stove.crackle                         | 1321 |
| farmersdelight:block.tomato_bush.pick_tomatoes             | 1331 |
| farmersdelight:entity.rotten_tomato.hit                    | 1333 |
| farmersdelight:entity.rotten_tomato.throw                  | 1332 |
| farmersdelight:item.skillet.attack.strong                  | 1329 |
| farmersdelight:item.skillet.attack.weak                    | 1330 |
| heartstone:item.heartstone                                 | 1872 |
| luggage:entity.luggage.luggage.eat_food                    | 1439 |
| luggage:entity.luggage.luggage.eat_item                    | 1440 |
| luggage:entity.luggage.luggage.killed                      | 1438 |
| luggage:entity.luggage.luggage.step                        | 1441 |
| luggage:entity.luggage.player.whistle_call                 | 1442 |
| luggage:entity.luggage.player.whistle_wait                 | 1443 |
| minecraft:ambient.basalt_deltas.additions                  |    8 |
| minecraft:ambient.basalt_deltas.loop                       |    9 |
| minecraft:ambient.basalt_deltas.mood                       |   10 |
| minecraft:ambient.cave                                     |    7 |
| minecraft:ambient.crimson_forest.additions                 |   11 |
| minecraft:ambient.crimson_forest.loop                      |   12 |
| minecraft:ambient.crimson_forest.mood                      |   13 |
| minecraft:ambient.nether_wastes.additions                  |   14 |
| minecraft:ambient.nether_wastes.loop                       |   15 |
| minecraft:ambient.nether_wastes.mood                       |   16 |
| minecraft:ambient.soul_sand_valley.additions               |   17 |
| minecraft:ambient.soul_sand_valley.loop                    |   18 |
| minecraft:ambient.soul_sand_valley.mood                    |   19 |
| minecraft:ambient.underwater.enter                         |   23 |
| minecraft:ambient.underwater.exit                          |   24 |
| minecraft:ambient.underwater.loop                          |   25 |
| minecraft:ambient.underwater.loop.additions                |   26 |
| minecraft:ambient.underwater.loop.additions.rare           |   27 |
| minecraft:ambient.underwater.loop.additions.ultra_rare     |   28 |
| minecraft:ambient.warped_forest.additions                  |   20 |
| minecraft:ambient.warped_forest.loop                       |   21 |
| minecraft:ambient.warped_forest.mood                       |   22 |
| minecraft:block.amethyst_block.break                       |   29 |
| minecraft:block.amethyst_block.chime                       |   30 |
| minecraft:block.amethyst_block.fall                        |   31 |
| minecraft:block.amethyst_block.hit                         |   32 |
| minecraft:block.amethyst_block.place                       |   33 |
| minecraft:block.amethyst_block.step                        |   34 |
| minecraft:block.amethyst_cluster.break                     |   35 |
| minecraft:block.amethyst_cluster.fall                      |   36 |
| minecraft:block.amethyst_cluster.hit                       |   37 |
| minecraft:block.amethyst_cluster.place                     |   38 |
| minecraft:block.amethyst_cluster.step                      |   39 |
| minecraft:block.ancient_debris.break                       |   40 |
| minecraft:block.ancient_debris.fall                        |   44 |
| minecraft:block.ancient_debris.hit                         |   43 |
| minecraft:block.ancient_debris.place                       |   42 |
| minecraft:block.ancient_debris.step                        |   41 |
| minecraft:block.anvil.break                                |   45 |
| minecraft:block.anvil.destroy                              |   46 |
| minecraft:block.anvil.fall                                 |   47 |
| minecraft:block.anvil.hit                                  |   48 |
| minecraft:block.anvil.land                                 |   49 |
| minecraft:block.anvil.place                                |   50 |
| minecraft:block.anvil.step                                 |   51 |
| minecraft:block.anvil.use                                  |   52 |
| minecraft:block.azalea.break                               |   79 |
| minecraft:block.azalea.fall                                |   80 |
| minecraft:block.azalea.hit                                 |   81 |
| minecraft:block.azalea.place                               |   82 |
| minecraft:block.azalea.step                                |   83 |
| minecraft:block.azalea_leaves.break                        |   84 |
| minecraft:block.azalea_leaves.fall                         |   85 |
| minecraft:block.azalea_leaves.hit                          |   86 |
| minecraft:block.azalea_leaves.place                        |   87 |
| minecraft:block.azalea_leaves.step                         |   88 |
| minecraft:block.bamboo.break                               |   89 |
| minecraft:block.bamboo.fall                                |   90 |
| minecraft:block.bamboo.hit                                 |   91 |
| minecraft:block.bamboo.place                               |   92 |
| minecraft:block.bamboo.step                                |   93 |
| minecraft:block.bamboo_sapling.break                       |   94 |
| minecraft:block.bamboo_sapling.hit                         |   95 |
| minecraft:block.bamboo_sapling.place                       |   96 |
| minecraft:block.barrel.close                               |   97 |
| minecraft:block.barrel.open                                |   98 |
| minecraft:block.basalt.break                               |   99 |
| minecraft:block.basalt.fall                                |  103 |
| minecraft:block.basalt.hit                                 |  102 |
| minecraft:block.basalt.place                               |  101 |
| minecraft:block.basalt.step                                |  100 |
| minecraft:block.beacon.activate                            |  109 |
| minecraft:block.beacon.ambient                             |  110 |
| minecraft:block.beacon.deactivate                          |  111 |
| minecraft:block.beacon.power_select                        |  112 |
| minecraft:block.beehive.drip                               |  119 |
| minecraft:block.beehive.enter                              |  120 |
| minecraft:block.beehive.exit                               |  121 |
| minecraft:block.beehive.shear                              |  122 |
| minecraft:block.beehive.work                               |  123 |
| minecraft:block.bell.resonate                              |  125 |
| minecraft:block.bell.use                                   |  124 |
| minecraft:block.big_dripleaf.break                         |  126 |
| minecraft:block.big_dripleaf.fall                          |  127 |
| minecraft:block.big_dripleaf.hit                           |  128 |
| minecraft:block.big_dripleaf.place                         |  129 |
| minecraft:block.big_dripleaf.step                          |  130 |
| minecraft:block.big_dripleaf.tilt_down                     |  307 |
| minecraft:block.big_dripleaf.tilt_up                       |  308 |
| minecraft:block.blastfurnace.fire_crackle                  |  146 |
| minecraft:block.bone_block.break                           |  138 |
| minecraft:block.bone_block.fall                            |  139 |
| minecraft:block.bone_block.hit                             |  140 |
| minecraft:block.bone_block.place                           |  141 |
| minecraft:block.bone_block.step                            |  142 |
| minecraft:block.brewing_stand.brew                         |  150 |
| minecraft:block.bubble_column.bubble_pop                   |  151 |
| minecraft:block.bubble_column.upwards_ambient              |  152 |
| minecraft:block.bubble_column.upwards_inside               |  153 |
| minecraft:block.bubble_column.whirlpool_ambient            |  154 |
| minecraft:block.bubble_column.whirlpool_inside             |  155 |
| minecraft:block.cake.add_candle                            |  171 |
| minecraft:block.calcite.break                              |  172 |
| minecraft:block.calcite.fall                               |  176 |
| minecraft:block.calcite.hit                                |  175 |
| minecraft:block.calcite.place                              |  174 |
| minecraft:block.calcite.step                               |  173 |
| minecraft:block.campfire.crackle                           |  177 |
| minecraft:block.candle.ambient                             |  178 |
| minecraft:block.candle.break                               |  179 |
| minecraft:block.candle.extinguish                          |  180 |
| minecraft:block.candle.fall                                |  181 |
| minecraft:block.candle.hit                                 |  182 |
| minecraft:block.candle.place                               |  183 |
| minecraft:block.candle.step                                |  184 |
| minecraft:block.cave_vines.break                           |  194 |
| minecraft:block.cave_vines.fall                            |  195 |
| minecraft:block.cave_vines.hit                             |  196 |
| minecraft:block.cave_vines.pick_berries                    |  199 |
| minecraft:block.cave_vines.place                           |  197 |
| minecraft:block.cave_vines.step                            |  198 |
| minecraft:block.chain.break                                |  200 |
| minecraft:block.chain.fall                                 |  201 |
| minecraft:block.chain.hit                                  |  202 |
| minecraft:block.chain.place                                |  203 |
| minecraft:block.chain.step                                 |  204 |
| minecraft:block.chest.close                                |  205 |
| minecraft:block.chest.locked                               |  206 |
| minecraft:block.chest.open                                 |  207 |
| minecraft:block.chorus_flower.death                        |  213 |
| minecraft:block.chorus_flower.grow                         |  214 |
| minecraft:block.comparator.click                           |  220 |
| minecraft:block.composter.empty                            |  221 |
| minecraft:block.composter.fill                             |  222 |
| minecraft:block.composter.fill_success                     |  223 |
| minecraft:block.composter.ready                            |  224 |
| minecraft:block.conduit.activate                           |  225 |
| minecraft:block.conduit.ambient                            |  226 |
| minecraft:block.conduit.ambient.short                      |  227 |
| minecraft:block.conduit.attack.target                      |  228 |
| minecraft:block.conduit.deactivate                         |  229 |
| minecraft:block.copper.break                               |  230 |
| minecraft:block.copper.fall                                |  234 |
| minecraft:block.copper.hit                                 |  233 |
| minecraft:block.copper.place                               |  232 |
| minecraft:block.copper.step                                |  231 |
| minecraft:block.coral_block.break                          |  235 |
| minecraft:block.coral_block.fall                           |  236 |
| minecraft:block.coral_block.hit                            |  237 |
| minecraft:block.coral_block.place                          |  238 |
| minecraft:block.coral_block.step                           |  239 |
| minecraft:block.crop.break                                 |  248 |
| minecraft:block.deepslate.break                            |  263 |
| minecraft:block.deepslate.fall                             |  264 |
| minecraft:block.deepslate.hit                              |  265 |
| minecraft:block.deepslate.place                            |  266 |
| minecraft:block.deepslate.step                             |  267 |
| minecraft:block.deepslate_bricks.break                     |  258 |
| minecraft:block.deepslate_bricks.fall                      |  259 |
| minecraft:block.deepslate_bricks.hit                       |  260 |
| minecraft:block.deepslate_bricks.place                     |  261 |
| minecraft:block.deepslate_bricks.step                      |  262 |
| minecraft:block.deepslate_tiles.break                      |  268 |
| minecraft:block.deepslate_tiles.fall                       |  269 |
| minecraft:block.deepslate_tiles.hit                        |  270 |
| minecraft:block.deepslate_tiles.place                      |  271 |
| minecraft:block.deepslate_tiles.step                       |  272 |
| minecraft:block.dispenser.dispense                         |  273 |
| minecraft:block.dispenser.fail                             |  274 |
| minecraft:block.dispenser.launch                           |  275 |
| minecraft:block.dripstone_block.break                      |  292 |
| minecraft:block.dripstone_block.fall                       |  296 |
| minecraft:block.dripstone_block.hit                        |  295 |
| minecraft:block.dripstone_block.place                      |  294 |
| minecraft:block.dripstone_block.step                       |  293 |
| minecraft:block.enchantment_table.use                      |  329 |
| minecraft:block.end_gateway.spawn                          |  352 |
| minecraft:block.end_portal.spawn                           |  354 |
| minecraft:block.end_portal_frame.fill                      |  353 |
| minecraft:block.ender_chest.close                          |  330 |
| minecraft:block.ender_chest.open                           |  331 |
| minecraft:block.fence_gate.close                           |  366 |
| minecraft:block.fence_gate.open                            |  367 |
| minecraft:block.fire.ambient                               |  377 |
| minecraft:block.fire.extinguish                            |  378 |
| minecraft:block.flowering_azalea.break                     |  384 |
| minecraft:block.flowering_azalea.fall                      |  385 |
| minecraft:block.flowering_azalea.hit                       |  386 |
| minecraft:block.flowering_azalea.place                     |  387 |
| minecraft:block.flowering_azalea.step                      |  388 |
| minecraft:block.froglight.break                            |  400 |
| minecraft:block.froglight.fall                             |  401 |
| minecraft:block.froglight.hit                              |  402 |
| minecraft:block.froglight.place                            |  403 |
| minecraft:block.froglight.step                             |  404 |
| minecraft:block.frogspawn.break                            |  406 |
| minecraft:block.frogspawn.fall                             |  407 |
| minecraft:block.frogspawn.hatch                            |  408 |
| minecraft:block.frogspawn.hit                              |  409 |
| minecraft:block.frogspawn.place                            |  410 |
| minecraft:block.frogspawn.step                             |  405 |
| minecraft:block.fungus.break                               |  743 |
| minecraft:block.fungus.fall                                |  747 |
| minecraft:block.fungus.hit                                 |  746 |
| minecraft:block.fungus.place                               |  745 |
| minecraft:block.fungus.step                                |  744 |
| minecraft:block.furnace.fire_crackle                       |  424 |
| minecraft:block.gilded_blackstone.break                    |  442 |
| minecraft:block.gilded_blackstone.fall                     |  443 |
| minecraft:block.gilded_blackstone.hit                      |  444 |
| minecraft:block.gilded_blackstone.place                    |  445 |
| minecraft:block.gilded_blackstone.step                     |  446 |
| minecraft:block.glass.break                                |  447 |
| minecraft:block.glass.fall                                 |  448 |
| minecraft:block.glass.hit                                  |  449 |
| minecraft:block.glass.place                                |  450 |
| minecraft:block.glass.step                                 |  451 |
| minecraft:block.grass.break                                |  482 |
| minecraft:block.grass.fall                                 |  483 |
| minecraft:block.grass.hit                                  |  484 |
| minecraft:block.grass.place                                |  485 |
| minecraft:block.grass.step                                 |  486 |
| minecraft:block.gravel.break                               |  487 |
| minecraft:block.gravel.fall                                |  488 |
| minecraft:block.gravel.hit                                 |  489 |
| minecraft:block.gravel.place                               |  490 |
| minecraft:block.gravel.step                                |  491 |
| minecraft:block.grindstone.use                             |  492 |
| minecraft:block.growing_plant.crop                         |  493 |
| minecraft:block.hanging_roots.break                        |  502 |
| minecraft:block.hanging_roots.fall                         |  503 |
| minecraft:block.hanging_roots.hit                          |  504 |
| minecraft:block.hanging_roots.place                        |  505 |
| minecraft:block.hanging_roots.step                         |  506 |
| minecraft:block.honey_block.break                          |  516 |
| minecraft:block.honey_block.fall                           |  517 |
| minecraft:block.honey_block.hit                            |  518 |
| minecraft:block.honey_block.place                          |  519 |
| minecraft:block.honey_block.slide                          |  520 |
| minecraft:block.honey_block.step                           |  521 |
| minecraft:block.iron_door.close                            |  564 |
| minecraft:block.iron_door.open                             |  565 |
| minecraft:block.iron_trapdoor.close                        |  572 |
| minecraft:block.iron_trapdoor.open                         |  573 |
| minecraft:block.ladder.break                               |  581 |
| minecraft:block.ladder.fall                                |  582 |
| minecraft:block.ladder.hit                                 |  583 |
| minecraft:block.ladder.place                               |  584 |
| minecraft:block.ladder.step                                |  585 |
| minecraft:block.lantern.break                              |  586 |
| minecraft:block.lantern.fall                               |  587 |
| minecraft:block.lantern.hit                                |  588 |
| minecraft:block.lantern.place                              |  589 |
| minecraft:block.lantern.step                               |  590 |
| minecraft:block.large_amethyst_bud.break                   |  591 |
| minecraft:block.large_amethyst_bud.place                   |  592 |
| minecraft:block.lava.ambient                               |  593 |
| minecraft:block.lava.extinguish                            |  594 |
| minecraft:block.lava.pop                                   |  595 |
| minecraft:block.lever.click                                |  598 |
| minecraft:block.lily_pad.place                             | 1210 |
| minecraft:block.lodestone.break                            |  612 |
| minecraft:block.lodestone.fall                             |  616 |
| minecraft:block.lodestone.hit                              |  615 |
| minecraft:block.lodestone.place                            |  614 |
| minecraft:block.lodestone.step                             |  613 |
| minecraft:block.mangrove_roots.break                       |  624 |
| minecraft:block.mangrove_roots.fall                        |  625 |
| minecraft:block.mangrove_roots.hit                         |  626 |
| minecraft:block.mangrove_roots.place                       |  627 |
| minecraft:block.mangrove_roots.step                        |  628 |
| minecraft:block.medium_amethyst_bud.break                  |  629 |
| minecraft:block.medium_amethyst_bud.place                  |  630 |
| minecraft:block.metal.break                                |  631 |
| minecraft:block.metal.fall                                 |  632 |
| minecraft:block.metal.hit                                  |  633 |
| minecraft:block.metal.place                                |  634 |
| minecraft:block.metal.step                                 |  637 |
| minecraft:block.metal_pressure_plate.click_off             |  635 |
| minecraft:block.metal_pressure_plate.click_on              |  636 |
| minecraft:block.moss.break                                 |  651 |
| minecraft:block.moss.fall                                  |  652 |
| minecraft:block.moss.hit                                   |  653 |
| minecraft:block.moss.place                                 |  654 |
| minecraft:block.moss.step                                  |  655 |
| minecraft:block.moss_carpet.break                          |  646 |
| minecraft:block.moss_carpet.fall                           |  647 |
| minecraft:block.moss_carpet.hit                            |  648 |
| minecraft:block.moss_carpet.place                          |  649 |
| minecraft:block.moss_carpet.step                           |  650 |
| minecraft:block.mud.break                                  |  656 |
| minecraft:block.mud.fall                                   |  657 |
| minecraft:block.mud.hit                                    |  658 |
| minecraft:block.mud.place                                  |  659 |
| minecraft:block.mud.step                                   |  660 |
| minecraft:block.mud_bricks.break                           |  661 |
| minecraft:block.mud_bricks.fall                            |  662 |
| minecraft:block.mud_bricks.hit                             |  663 |
| minecraft:block.mud_bricks.place                           |  664 |
| minecraft:block.mud_bricks.step                            |  665 |
| minecraft:block.muddy_mangrove_roots.break                 |  666 |
| minecraft:block.muddy_mangrove_roots.fall                  |  667 |
| minecraft:block.muddy_mangrove_roots.hit                   |  668 |
| minecraft:block.muddy_mangrove_roots.place                 |  669 |
| minecraft:block.muddy_mangrove_roots.step                  |  670 |
| minecraft:block.nether_bricks.break                        |  716 |
| minecraft:block.nether_bricks.fall                         |  720 |
| minecraft:block.nether_bricks.hit                          |  719 |
| minecraft:block.nether_bricks.place                        |  718 |
| minecraft:block.nether_bricks.step                         |  717 |
| minecraft:block.nether_gold_ore.break                      |  933 |
| minecraft:block.nether_gold_ore.fall                       |  934 |
| minecraft:block.nether_gold_ore.hit                        |  935 |
| minecraft:block.nether_gold_ore.place                      |  936 |
| minecraft:block.nether_gold_ore.step                       |  937 |
| minecraft:block.nether_ore.break                           |  938 |
| minecraft:block.nether_ore.fall                            |  939 |
| minecraft:block.nether_ore.hit                             |  940 |
| minecraft:block.nether_ore.place                           |  941 |
| minecraft:block.nether_ore.step                            |  942 |
| minecraft:block.nether_sprouts.break                       |  738 |
| minecraft:block.nether_sprouts.fall                        |  742 |
| minecraft:block.nether_sprouts.hit                         |  741 |
| minecraft:block.nether_sprouts.place                       |  740 |
| minecraft:block.nether_sprouts.step                        |  739 |
| minecraft:block.nether_wart.break                          |  721 |
| minecraft:block.netherite_block.break                      |  758 |
| minecraft:block.netherite_block.fall                       |  762 |
| minecraft:block.netherite_block.hit                        |  761 |
| minecraft:block.netherite_block.place                      |  760 |
| minecraft:block.netherite_block.step                       |  759 |
| minecraft:block.netherrack.break                           |  763 |
| minecraft:block.netherrack.fall                            |  767 |
| minecraft:block.netherrack.hit                             |  766 |
| minecraft:block.netherrack.place                           |  765 |
| minecraft:block.netherrack.step                            |  764 |
| minecraft:block.note_block.banjo                           |  783 |
| minecraft:block.note_block.basedrum                        |  768 |
| minecraft:block.note_block.bass                            |  769 |
| minecraft:block.note_block.bell                            |  770 |
| minecraft:block.note_block.bit                             |  782 |
| minecraft:block.note_block.chime                           |  771 |
| minecraft:block.note_block.cow_bell                        |  780 |
| minecraft:block.note_block.didgeridoo                      |  781 |
| minecraft:block.note_block.flute                           |  772 |
| minecraft:block.note_block.guitar                          |  773 |
| minecraft:block.note_block.harp                            |  774 |
| minecraft:block.note_block.hat                             |  775 |
| minecraft:block.note_block.iron_xylophone                  |  779 |
| minecraft:block.note_block.pling                           |  776 |
| minecraft:block.note_block.snare                           |  777 |
| minecraft:block.note_block.xylophone                       |  778 |
| minecraft:block.nylium.break                               |  733 |
| minecraft:block.nylium.fall                                |  737 |
| minecraft:block.nylium.hit                                 |  736 |
| minecraft:block.nylium.place                               |  735 |
| minecraft:block.nylium.step                                |  734 |
| minecraft:block.packed_mud.break                           |  723 |
