"Mod name","Registry name","Item ID","Display name","Tags"
"Alex's Mobs","alexsmobs:blobfish",3207,"Blobfish","alexsmobs:seal_foodstuffs, alexsmobs:platypus_foodstuffs, quark:crab_tempt_items, minecraft:fishes, alexsmobs:shoebill_foodstuffs"
"Alex's Mobs","alexsmobs:blobfish_bucket",3208,"Bucket of Blobfish",""
"Alex's Mobs","alexsmobs:blood_sac",3183,"Blood Sac",""
"Alex's Mobs","alexsmobs:blood_sprayer",3185,"Blood Sprayer",""
"Alex's Mobs","alexsmobs:boiled_emu_egg",3230,"Boiled Emu Egg",""
"Alex's Mobs","alexsmobs:bone_serpent_tooth",3175,"Bone Serpent Tooth",""
"Alex's Mobs","alexsmobs:cachalot_whale_tooth",3241,"Cachalot Whale Tooth","alexsmobs:animal_dictionary_ingredient"
"Alex's Mobs","alexsmobs:capsid",3322,"Capsid","alexsmobs:animal_dictionary_ingredient"
"Alex's Mobs","alexsmobs:centipede_leg",3197,"Cave Centipede Leg","alexsmobs:animal_dictionary_ingredient"
"Alex's Mobs","alexsmobs:centipede_leggings",3198,"Cave Centipede Leggings",""
"Alex's Mobs","alexsmobs:chorus_on_a_stick",3187,"Chorus Fruit on a Stick",""
"Alex's Mobs","alexsmobs:cockroach_ootheca",3214,"Cockroach Ootheca",""
"Alex's Mobs","alexsmobs:cockroach_wing",3213,"Cockroach Wing","alexsmobs:animal_dictionary_ingredient"
"Alex's Mobs","alexsmobs:cockroach_wing_fragment",3212,"Cockroach Wing Fragment",""
"Alex's Mobs","alexsmobs:comb_jelly_bucket",3277,"Bucket of Comb Jelly",""
"Alex's Mobs","alexsmobs:cooked_catfish",3290,"Cooked Catfish","alexsmobs:seal_foodstuffs, alexsmobs:platypus_foodstuffs, quark:crab_tempt_items, minecraft:fishes, alexsmobs:shoebill_foodstuffs"
"Alex's Mobs","alexsmobs:cooked_kangaroo_meat",3237,"Cooked Kangaroo Meat","alexsdelight:cooked_kangaroo"
"Alex's Mobs","alexsmobs:cooked_lobster_tail",3191,"Cooked Lobster Tail","alexsmobs:seal_foodstuffs, alexsmobs:platypus_foodstuffs"
"Alex's Mobs","alexsmobs:cooked_moose_ribs",3203,"Cooked Moose Ribs",""
"Alex's Mobs","alexsmobs:cosmic_cod",3268,"Cosmic Cod",""
"Alex's Mobs","alexsmobs:cosmic_cod_bucket",3279,"Bucket of Cosmic Cod",""
"Alex's Mobs","alexsmobs:crocodile_chestplate",3178,"Crocodile Chestplate",""
"Alex's Mobs","alexsmobs:crocodile_egg",3317,"Crocodile Egg","alexsmobs:crow_foodstuffs, farmersdelight:cabbage_roll_ingredients, forge:eggs, balm:eggs, alexsmobs:raccoon_foodstuffs"
"Alex's Mobs","alexsmobs:crocodile_scute",3177,"Crocodile Scute","alexsmobs:animal_dictionary_ingredient"
"Alex's Mobs","alexsmobs:crystalized_banana_slug_mucus",3335,"Crystallized Banana Slug Mucus",""
"Alex's Mobs","alexsmobs:devils_hole_pupfish_bucket",3284,"Bucket of Devil's Hole Pupfish",""
"Alex's Mobs","alexsmobs:dimensional_carver",3257,"Dimensional Carver",""
"Alex's Mobs","alexsmobs:dimensional_carver_shard_0",3157,"Dimensional Carver Shard",""
"Alex's Mobs","alexsmobs:dimensional_carver_shard_1",3158,"Dimensional Carver Shard",""
"Alex's Mobs","alexsmobs:dimensional_carver_shard_10",3167,"Dimensional Carver Shard",""
"Alex's Mobs","alexsmobs:dimensional_carver_shard_2",3159,"Dimensional Carver Shard",""
"Alex's Mobs","alexsmobs:dimensional_carver_shard_3",3160,"Dimensional Carver Shard",""
"Alex's Mobs","alexsmobs:dimensional_carver_shard_4",3161,"Dimensional Carver Shard",""
"Alex's Mobs","alexsmobs:dimensional_carver_shard_5",3162,"Dimensional Carver Shard",""
"Alex's Mobs","alexsmobs:dimensional_carver_shard_6",3163,"Dimensional Carver Shard",""
"Alex's Mobs","alexsmobs:dimensional_carver_shard_7",3164,"Dimensional Carver Shard",""
"Alex's Mobs","alexsmobs:dimensional_carver_shard_8",3165,"Dimensional Carver Shard",""
"Alex's Mobs","alexsmobs:dimensional_carver_shard_9",3166,"Dimensional Carver Shard",""
"Alex's Mobs","alexsmobs:dropbear_claw",3235,"Dropbear Claw","alexsmobs:animal_dictionary_ingredient"
"Alex's Mobs","alexsmobs:echolocator",3242,"Echolocator",""
"Alex's Mobs","alexsmobs:elastic_tendon",3303,"Elastic Tendon",""
"Alex's Mobs","alexsmobs:emu_egg",3229,"Emu Egg","balm:eggs, farmersdelight:cabbage_roll_ingredients, forge:eggs"
"Alex's Mobs","alexsmobs:emu_feather",3231,"Emu Feather","alexsmobs:animal_dictionary_ingredient"
"Alex's Mobs","alexsmobs:emu_leggings",3232,"Outback Leggings",""
"Alex's Mobs","alexsmobs:ender_residue",3331,"Ender Residue",""
"Alex's Mobs","alexsmobs:enderiophage_rocket",3246,"Enderiophage Rocket",""
"Alex's Mobs","alexsmobs:endolocator",3243,"Endolocator",""
"Alex's Mobs","alexsmobs:falconry_glove",3249,"Falconry Glove",""
"Alex's Mobs","alexsmobs:falconry_glove_hand",3248,"This is not a Falconry Glove",""
"Alex's Mobs","alexsmobs:falconry_glove_inventory",3247,"This is not a Falconry Glove",""
"Alex's Mobs","alexsmobs:falconry_hood",3250,"Falconry Hood",""
"Alex's Mobs","alexsmobs:farseer_arm",3300,"Farseer Arm",""
"Alex's Mobs","alexsmobs:fedora",3234,"Fedora",""
"Alex's Mobs","alexsmobs:fish_bones",3294,"Fish Bones",""
"Alex's Mobs","alexsmobs:fish_oil",3209,"Fish Oil","alexsmobs:bald_eagle_tameables"
"Alex's Mobs","alexsmobs:flying_fish",3291,"Flying Fish","alexsmobs:seal_foodstuffs, alexsmobs:platypus_foodstuffs, quark:crab_tempt_items, minecraft:fishes, alexsmobs:shoebill_foodstuffs"
"Alex's Mobs","alexsmobs:flying_fish_boots",3292,"Flying Fish Boots",""
"Alex's Mobs","alexsmobs:flying_fish_bucket",3293,"Bucket of Flying Fish",""
"Alex's Mobs","alexsmobs:frilled_shark_bucket",3260,"Bucket of Frilled Shark",""
"Alex's Mobs","alexsmobs:frontier_cap",3206,"Frontiersman's Cap",""
"Alex's Mobs","alexsmobs:froststalker_helmet",3264,"Froststalker Helmet",""
"Alex's Mobs","alexsmobs:froststalker_horn",3263,"Froststalker Horn",""
"Alex's Mobs","alexsmobs:gazelle_horn",3176,"Gazelle Horn","alexsmobs:animal_dictionary_ingredient"
"Alex's Mobs","alexsmobs:ghostly_pickaxe",3302,"Ghostly Pickaxe","minecraft:cluster_max_harvestables"
"Alex's Mobs","alexsmobs:gongylidia",3244,"Gongylidia",""
"Alex's Mobs","alexsmobs:guster_eye",3220,"Guster Eye",""
"Alex's Mobs","alexsmobs:gustmaker",3318,"Gustmaker",""
"Alex's Mobs","alexsmobs:halo",3182,"Halo",""
"Alex's Mobs","alexsmobs:hemolymph_blaster",3224,"Hemolymph Blaster",""
"Alex's Mobs","alexsmobs:hemolymph_sac",3223,"Hemolymph Sac",""
"Alex's Mobs","alexsmobs:hummingbird_feeder",3316,"Hummingbird Feeder",""
"Alex's Mobs","alexsmobs:kangaroo_burger",3239,"Kangaroo Burger",""
"Alex's Mobs","alexsmobs:kangaroo_hide",3238,"Kangaroo Hide",""
"Alex's Mobs","alexsmobs:kangaroo_meat",3236,"Kangaroo Meat",""
"Alex's Mobs","alexsmobs:komodo_spit",3193,"Komodo Dragon Spit","alexsmobs:animal_dictionary_ingredient"
"Alex's Mobs","alexsmobs:komodo_spit_bottle",3194,"Komodo Dragon Spit Bottle",""
"Alex's Mobs","alexsmobs:large_catfish_bucket",3288,"Bucket of Large Catfish",""
"Alex's Mobs","alexsmobs:lava_bottle",3174,"Lava Bottle",""
"Alex's Mobs","alexsmobs:leafcutter_ant_chamber",3321,"Leafcutter Ant Chamber",""
"Alex's Mobs","alexsmobs:leafcutter_ant_pupa",3245,"Leafcutter Ant Pupa","alexsmobs:insect_items, alexsmobs:blue_jay_foodstuffs"
"Alex's Mobs","alexsmobs:leafcutter_anthill",3320,"Leafcutter Anthill",""
"Alex's Mobs","alexsmobs:lobster_bucket",3192,"Bucket of Lobster",""
"Alex's Mobs","alexsmobs:lobster_tail",3190,"Lobster Tail","alexsmobs:seal_foodstuffs, alexsmobs:platypus_foodstuffs"
"Alex's Mobs","alexsmobs:lost_tentacle",3282,"Lost Tentacle",""
"Alex's Mobs","alexsmobs:maggot",3179,"Maggot","alexsmobs:platypus_foodstuffs, alexsmobs:insect_items, alexsmobs:blue_jay_foodstuffs"
"Alex's Mobs","alexsmobs:maraca",3210,"Maraca",""
"Alex's Mobs","alexsmobs:medium_catfish_bucket",3287,"Bucket of Medium Catfish",""
"Alex's Mobs","alexsmobs:mimic_octopus_bucket",3262,"Bucket of Mimic Octopus",""
"Alex's Mobs","alexsmobs:mimicream",3204,"Mimicream",""
"Alex's Mobs","alexsmobs:moose_antler",3200,"Moose Antler","alexsmobs:animal_dictionary_ingredient"
"Alex's Mobs","alexsmobs:moose_headgear",3201,"Antler Headdress",""
"Alex's Mobs","alexsmobs:moose_ribs",3202,"Raw Moose Ribs",""
"Alex's Mobs","alexsmobs:mosquito_larva",3199,"Crimson Mosquito Larva","alexsmobs:platypus_foodstuffs, alexsmobs:insect_items, alexsmobs:blue_jay_foodstuffs"
"Alex's Mobs","alexsmobs:mosquito_proboscis",3184,"Crimson Mosquito Proboscis",""
"Alex's Mobs","alexsmobs:mudskipper_bucket",3299,"Bucket of Mudskipper",""
"Alex's Mobs","alexsmobs:mungal_spores",3280,"Mungal Spores",""
"Alex's Mobs","alexsmobs:music_disc_daze",3314,"Music Disc",""
"Alex's Mobs","alexsmobs:music_disc_thime",3313,"Music Disc",""
"Alex's Mobs","alexsmobs:mysterious_worm",3254,"Mysterious Worm",""
"Alex's Mobs","alexsmobs:novelty_hat",3298,"Novelty Hat",""
"Alex's Mobs","alexsmobs:pigshoes",3265,"Ancient Hogshoes",""
"Alex's Mobs","alexsmobs:platypus_bucket",3233,"Bucket of Platypus",""
"Alex's Mobs","alexsmobs:pocket_sand",3221,"Pocket of Sand",""
"Alex's Mobs","alexsmobs:poison_bottle",3195,"Poisonous Essence",""
"Alex's Mobs","alexsmobs:potted_flutter",3275,"Potted Flutter",""
"Alex's Mobs","alexsmobs:pupfish_locator",3285,"Strange Fish Finder",""
"Alex's Mobs","alexsmobs:raccoon_tail",3205,"Raccoon Tail","alexsmobs:animal_dictionary_ingredient"
"Alex's Mobs","alexsmobs:rainbow_glass",3326,"Rainbow Glass",""
"Alex's Mobs","alexsmobs:rainbow_jelly",3278,"Rainbow Jelly",""
"Alex's Mobs","alexsmobs:rattlesnake_rattle",3186,"Rattlesnake Rattle","alexsmobs:animal_dictionary_ingredient"
"Alex's Mobs","alexsmobs:raw_catfish",3289,"Raw Catfish","alexsmobs:seal_foodstuffs, alexsmobs:platypus_foodstuffs, quark:crab_tempt_items, minecraft:fishes, alexsmobs:shoebill_foodstuffs"
"Alex's Mobs","alexsmobs:red_sand_circle",3330,"Anti-Sea Bear Circle",""
"Alex's Mobs","alexsmobs:roadrunner_boots",3173,"Roadrunner Boots",""
"Alex's Mobs","alexsmobs:roadrunner_feather",3172,"Roadrunner Feather","alexsmobs:animal_dictionary_ingredient"
"Alex's Mobs","alexsmobs:rocky_chestplate",3274,"Rock Shell Chestplate",""
"Alex's Mobs","alexsmobs:rocky_shell",3273,"Rocky Shell","alexsmobs:animal_dictionary_ingredient"
"Alex's Mobs","alexsmobs:sand_circle",3329,"Anti-Sea Bear Circle",""
"Alex's Mobs","alexsmobs:sculk_boomer",3333,"Sculk Boomer",""
"Alex's Mobs","alexsmobs:serrated_shark_tooth",3259,"Serrated Shark Tooth",""
"Alex's Mobs","alexsmobs:shark_tooth",3188,"Shark Tooth",""
"Alex's Mobs","alexsmobs:shark_tooth_arrow",3189,"Shark Tooth Arrow","nyfsquiver:quiver_items/arrows, nyfsquiver:quiver_items, minecraft:arrows"
"Alex's Mobs","alexsmobs:shattered_dimensional_carver",3258,"Shattered Dimensional Carver",""
"Alex's Mobs","alexsmobs:shed_snake_skin",3269,"Shed Snake Skin",""
"Alex's Mobs","alexsmobs:shield_of_the_deep",3261,"Shield Of The Deep",""
"Alex's Mobs","alexsmobs:shrimp_fried_rice",3219,"Shrimp-Fried Rice",""
"Alex's Mobs","alexsmobs:skelewag_sword",3297,"Skelewag Skull",""
"Alex's Mobs","alexsmobs:skelewag_sword_hand",3296,"Skelewag Skull",""
"Alex's Mobs","alexsmobs:skelewag_sword_inventory",3295,"Skelewag Skull",""
"Alex's Mobs","alexsmobs:skreecher_soul",3301,"Skreecher Soul",""
"Alex's Mobs","alexsmobs:small_catfish_bucket",3286,"Bucket of Small Catfish",""
"Alex's Mobs","alexsmobs:sombrero",3211,"Sombrero",""
"Alex's Mobs","alexsmobs:sopa_de_macaco",3196,"Sopa De Macaco",""
"Alex's Mobs","alexsmobs:soul_heart",3216,"Soul Heart","forge:heart"
"Alex's Mobs","alexsmobs:spawn_egg_alligator_snapping_turtle",3096,"Alligator Snapping Turtle Spawn Egg",""
"Alex's Mobs","alexsmobs:spawn_egg_anaconda",3124,"Anaconda Spawn Egg",""
"Alex's Mobs","alexsmobs:spawn_egg_anteater",3125,"Anteater Spawn Egg",""
"Alex's Mobs","alexsmobs:spawn_egg_bald_eagle",3111,"Bald Eagle Spawn Egg",""
"Alex's Mobs","alexsmobs:spawn_egg_banana_slug",3150,"Banana Slug Spawn Egg",""
"Alex's Mobs","alexsmobs:spawn_egg_bison",3134,"Bison Spawn Egg",""
"Alex's Mobs","alexsmobs:spawn_egg_blobfish",3087,"Blobfish Spawn Egg",""
"Alex's Mobs","alexsmobs:spawn_egg_blue_jay",3151,"Blue Jay Spawn Egg",""
"Alex's Mobs","alexsmobs:spawn_egg_bone_serpent",3067,"Bone Serpent Spawn Egg",""
"Alex's Mobs","alexsmobs:spawn_egg_bunfungus",3133,"Bunfungus Spawn Egg",""
"Alex's Mobs","alexsmobs:spawn_egg_cachalot_whale",3108,"Cachalot Whale Spawn Egg",""
"Alex's Mobs","alexsmobs:spawn_egg_capuchin_monkey",3081,"Capuchin Monkey Spawn Egg",""
"Alex's Mobs","alexsmobs:spawn_egg_catfish",3137,"Catfish Spawn Egg",""
"Alex's Mobs","alexsmobs:spawn_egg_centipede",3082,"Cave Centipede Spawn Egg",""
"Alex's Mobs","alexsmobs:spawn_egg_cockroach",3089,"Cockroach Spawn Egg",""
"Alex's Mobs","alexsmobs:spawn_egg_comb_jelly",3131,"Comb Jelly Spawn Egg",""
"Alex's Mobs","alexsmobs:spawn_egg_cosmaw",3121,"Cosmaw Spawn Egg",""
"Alex's Mobs","alexsmobs:spawn_egg_cosmic_cod",3132,"Cosmic Cod Spawn Egg",""
"Alex's Mobs","alexsmobs:spawn_egg_crimson_mosquito",3075,"Crimson Mosquito Spawn Egg",""
"Alex's Mobs","alexsmobs:spawn_egg_crocodile",3069,"Crocodile Spawn Egg",""
"Alex's Mobs","alexsmobs:spawn_egg_crow",3095,"Crow Spawn Egg",""
"Alex's Mobs","alexsmobs:spawn_egg_devils_hole_pupfish",3136,"Devil's Hole Pupfish Spawn Egg",""
"Alex's Mobs","alexsmobs:spawn_egg_dropbear",3105,"Dropbear Spawn Egg",""
"Alex's Mobs","alexsmobs:spawn_egg_elephant",3091,"Elephant Spawn Egg",""
"Alex's Mobs","alexsmobs:spawn_egg_emu",3103,"Emu Spawn Egg",""
"Alex's Mobs","alexsmobs:spawn_egg_endergrade",3077,"Endergrade Spawn Egg",""
"Alex's Mobs","alexsmobs:spawn_egg_enderiophage",3110,"Enderiophage Spawn Egg",""
"Alex's Mobs","alexsmobs:spawn_egg_farseer",3145,"Farseer Spawn Egg",""
"Alex's Mobs","alexsmobs:spawn_egg_flutter",3127,"Flutter Spawn Egg",""
"Alex's Mobs","alexsmobs:spawn_egg_fly",3070,"Fly Spawn Egg",""
"Alex's Mobs","alexsmobs:spawn_egg_flying_fish",3138,"Flying Fish Spawn Egg",""
"Alex's Mobs","alexsmobs:spawn_egg_frilled_shark",3115,"Frilled Shark Spawn Egg",""
"Alex's Mobs","alexsmobs:spawn_egg_froststalker",3118,"Froststalker Spawn Egg",""
"Alex's Mobs","alexsmobs:spawn_egg_gazelle",3068,"Gazelle Spawn Egg",""
"Alex's Mobs","alexsmobs:spawn_egg_gelada_monkey",3128,"Gelada Monkey Spawn Egg",""
"Alex's Mobs","alexsmobs:spawn_egg_giant_squid",3135,"Giant Squid Spawn Egg",""
"Alex's Mobs","alexsmobs:spawn_egg_gorilla",3074,"Gorilla Spawn Egg",""
"Alex's Mobs","alexsmobs:spawn_egg_grizzly_bear",3065,"Grizzly Bear Spawn Egg",""
"Alex's Mobs","alexsmobs:spawn_egg_guster",3099,"Guster Spawn Egg",""
"Alex's Mobs","alexsmobs:spawn_egg_hammerhead_shark",3078,"Hammerhead Shark Spawn Egg",""
"Alex's Mobs","alexsmobs:spawn_egg_hummingbird",3071,"Hummingbird Spawn Egg",""
"Alex's Mobs","alexsmobs:spawn_egg_jerboa",3129,"Jerboa Spawn Egg",""
"Alex's Mobs","alexsmobs:spawn_egg_kangaroo",3107,"Kangaroo Spawn Egg",""
"Alex's Mobs","alexsmobs:spawn_egg_komodo_dragon",3080,"Komodo Dragon Spawn Egg",""
"Alex's Mobs","alexsmobs:spawn_egg_laviathan",3120,"Laviathan Spawn Egg",""
"Alex's Mobs","alexsmobs:spawn_egg_leafcutter_ant",3109,"Leafcutter Ant Spawn Egg",""
"Alex's Mobs","alexsmobs:spawn_egg_lobster",3079,"Lobster Spawn Egg",""
"Alex's Mobs","alexsmobs:spawn_egg_maned_wolf",3123,"Maned Wolf Spawn Egg",""
"Alex's Mobs","alexsmobs:spawn_egg_mantis_shrimp",3098,"Mantis Shrimp Spawn Egg",""
"Alex's Mobs","alexsmobs:spawn_egg_mimic_octopus",3116,"Mimic Octopus Spawn Egg",""
"Alex's Mobs","alexsmobs:spawn_egg_mimicube",3085,"Mimicube Spawn Egg",""
"Alex's Mobs","alexsmobs:spawn_egg_moose",3084,"Moose Spawn Egg",""
"Alex's Mobs","alexsmobs:spawn_egg_mudskipper",3142,"Mudskipper Spawn Egg",""
"Alex's Mobs","alexsmobs:spawn_egg_mungus",3097,"Mungus Spawn Egg",""
"Alex's Mobs","alexsmobs:spawn_egg_murmur",3148,"Murmur Spawn Egg",""
"Alex's Mobs","alexsmobs:spawn_egg_orca",3072,"Orca Spawn Egg",""
"Alex's Mobs","alexsmobs:spawn_egg_platypus",3104,"Platypus Spawn Egg",""
"Alex's Mobs","alexsmobs:spawn_egg_potoo",3141,"Potoo Spawn Egg",""
"Alex's Mobs","alexsmobs:spawn_egg_raccoon",3086,"Raccoon Spawn Egg",""
"Alex's Mobs","alexsmobs:spawn_egg_rain_frog",3140,"Rain Frog Spawn Egg",""
"Alex's Mobs","alexsmobs:spawn_egg_rattlesnake",3076,"Rattlesnake Spawn Egg",""
"Alex's Mobs","alexsmobs:spawn_egg_rhinoceros",3143,"Rhinoceros Spawn Egg",""
"Alex's Mobs","alexsmobs:spawn_egg_roadrunner",3066,"Roadrunner Spawn Egg",""
"Alex's Mobs","alexsmobs:spawn_egg_rocky_roller",3126,"Rocky Roller Spawn Egg",""
"Alex's Mobs","alexsmobs:spawn_egg_seagull",3117,"Seagull Spawn Egg",""
"Alex's Mobs","alexsmobs:spawn_egg_seal",3088,"Seal Spawn Egg",""
"Alex's Mobs","alexsmobs:spawn_egg_shoebill",3090,"Shoebill Spawn Egg",""
"Alex's Mobs","alexsmobs:spawn_egg_skelewag",3139,"Skelewag Spawn Egg",""
"Alex's Mobs","alexsmobs:spawn_egg_skreecher",3146,"Skreecher Spawn Egg",""
"Alex's Mobs","alexsmobs:spawn_egg_skunk",3149,"Skunk Spawn Egg",""
"Alex's Mobs","alexsmobs:spawn_egg_snow_leopard",3093,"Snow Leopard Spawn Egg",""
"Alex's Mobs","alexsmobs:spawn_egg_soul_vulture",3092,"Soul Vulture Spawn Egg",""
"Alex's Mobs","alexsmobs:spawn_egg_spectre",3094,"Spectre Spawn Egg",""
"Alex's Mobs","alexsmobs:spawn_egg_straddler",3101,"Straddler Spawn Egg",""
"Alex's Mobs","alexsmobs:spawn_egg_stradpole",3102,"Stradpole Spawn Egg",""
"Alex's Mobs","alexsmobs:spawn_egg_sugar_glider",3144,"Sugar Glider Spawn Egg",""
"Alex's Mobs","alexsmobs:spawn_egg_sunbird",3073,"Sunbird Spawn Egg",""
"Alex's Mobs","alexsmobs:spawn_egg_tarantula_hawk",3113,"Tarantula Hawk Spawn Egg",""
"Alex's Mobs","alexsmobs:spawn_egg_tasmanian_devil",3106,"Tasmanian Devil Spawn Egg",""
"Alex's Mobs","alexsmobs:spawn_egg_terrapin",3130,"Terrapin Spawn Egg",""
"Alex's Mobs","alexsmobs:spawn_egg_tiger",3112,"Tiger Spawn Egg",""
"Alex's Mobs","alexsmobs:spawn_egg_toucan",3122,"Toucan Spawn Egg",""
"Alex's Mobs","alexsmobs:spawn_egg_tusklin",3119,"Tusklin Spawn Egg",""
"Alex's Mobs","alexsmobs:spawn_egg_underminer",3147,"Underminer Spawn Egg",""
"Alex's Mobs","alexsmobs:spawn_egg_void_worm",3114,"Void Worm Spawn Egg",""
"Alex's Mobs","alexsmobs:spawn_egg_warped_mosco",3100,"Warped Mosco Spawn Egg",""
"Alex's Mobs","alexsmobs:spawn_egg_warped_toad",3083,"Warped Toad Spawn Egg",""
"Alex's Mobs","alexsmobs:spiked_scute",3217,"Spiked Scute","alexsmobs:animal_dictionary_ingredient"
"Alex's Mobs","alexsmobs:spiked_turtle_shell",3218,"Spiked Turtle Shell",""
"Alex's Mobs","alexsmobs:squid_grapple",3283,"Grappling Squok",""
"Alex's Mobs","alexsmobs:stink_bottle",3306,"Stink in a Bottle",""
"Alex's Mobs","alexsmobs:stink_ray",3311,"Stink Ray",""
"Alex's Mobs","alexsmobs:stink_ray_empty_hand",3309,"Stink Ray",""
"Alex's Mobs","alexsmobs:stink_ray_empty_inventory",3310,"item.alexsmobs.stink_ray_empty_inventory",""
"Alex's Mobs","alexsmobs:stink_ray_hand",3307,"Stink Ray",""
"Alex's Mobs","alexsmobs:stink_ray_inventory",3308,"Stink Ray",""
"Alex's Mobs","alexsmobs:straddle_helmet",3266,"Straddlite Tack",""
"Alex's Mobs","alexsmobs:straddle_saddle",3267,"Straddlite Saddle",""
"Alex's Mobs","alexsmobs:straddleboard",3228,"Straddleboard",""
"Alex's Mobs","alexsmobs:straddlite",3226,"Straddlite","alexsmobs:animal_dictionary_ingredient"
"Alex's Mobs","alexsmobs:straddlite_block",3319,"Block of Straddlite",""
"Alex's Mobs","alexsmobs:stradpole_bucket",3227,"Bucket of Stradpole",""
"Alex's Mobs","alexsmobs:tab_icon",3168,"Alex's Mobs",""
"Alex's Mobs","alexsmobs:tarantula_hawk_elytra",3253,"Tarantula Hawk Elytra",""
"Alex's Mobs","alexsmobs:tarantula_hawk_wing",3252,"Tarantula Hawk Wing",""
"Alex's Mobs","alexsmobs:tarantula_hawk_wing_fragment",3251,"Tattered Tarantula Hawk Wing",""
"Alex's Mobs","alexsmobs:tendon_whip",3304,"Tendon Whip",""
"Alex's Mobs","alexsmobs:terrapin_bucket",3276,"Bucket of Terrapin",""
"Alex's Mobs","alexsmobs:terrapin_egg",3325,"Terrapin Egg","alexsmobs:crow_foodstuffs, farmersdelight:cabbage_roll_ingredients, forge:eggs, balm:eggs, alexsmobs:raccoon_foodstuffs"
"Alex's Mobs","alexsmobs:transmutation_table",3332,"Transmutation Table",""
"Alex's Mobs","alexsmobs:unsettling_kimono",3305,"Unsettling Kimono",""
"Alex's Mobs","alexsmobs:vine_lasso",3272,"Vine Lasso",""
"Alex's Mobs","alexsmobs:vine_lasso_hand",3271,"This is not a Vine Lasso",""
